Brand,Price,Old Price,Discount,Rating,Review Count,Type of Product,Clean Name,Storage,Battery,Screen Size,Color,More Details
HP,8599,16900.0,49.12,0.0,0.0,Laptops,HP  Chromebook 11 G7 - Intel Celeron - 4GB RAM - Type C - WiFi -Webcam - Bluetooth - Chrome OS - Refurb.,4GB RAM,N/A,N/A,N/A,
HP,18300,25000.0,26.8,5.0,4.0,Laptops,HP Refurbished EliteBook,"8GB RAM, 500GB HDD",N/A,N/A,N/A,"Intel Core I5, 14'' Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad"
HP,19999,50000.0,60.0,3.8,11.0,Laptops,HP 6th Gen 640  Refurbished Intel Core I5 ProBook 500GB HDD 8GB RAM,"500GB HDD, 8GB RAM",N/A,N/A,N/A,
HP,26600,40000.0,33.5,5.0,1.0,Laptops,HP  Refurbished Elitebook 840 G5 8th Generation Core I5,"8GB RAM, 256GB SSD",N/A,"14""",N/A,- inches screen display windows 10 pro installed and activated plus complete charger
HP,25500,40000.0,36.25,3.7,3.0,Laptops,HP 8GB Ram 500GB HDD,"8GB Ram, 500GB HDD",N/A,"14""",N/A,"6th Generation, Refurbished EliteBook 840 G3 Intel Core I5,  Inches Screen Display, Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension."
HP,16400,26999.0,39.26,0.0,0.0,Laptops,HP EliteBook 820 Core I5 4gb RAM HDD 500GB REFURBISHED,4gb RAM,N/A,N/A,N/A,
HP,18605,25999.0,28.44,4.5,6.0,Laptops,"HP REFURBISHED 430 G5 Intel(R) Core(TM) I5 7th Gen 8 GB RAM 128 SSD Windows 10 14""",N/A,N/A,"14""",N/A,
HP,9888,15999.0,38.2,0.0,0.0,Laptops,"HP  Touchscreen Chromebook Laptop 11 G5 11.6"" - Intel Celeron N3060 – Storage 4GB RAM – 16GB SSD eMMC- HDMI - HD Camera - Refurb","4GB RAM, 16GB SSD",N/A,"11.6""",N/A,
Lenovo,36999,40000.0,7.5,5.0,3.0,Laptops,Lenovo IdeaPad 1,"8GB RAM, 256GB SSD",N/A,"14""",N/A,"Intel Celeron N4020,  HD Display, Windows 11 Pro, Cloud Grey (1YR WRTY)"
HP,26999,40000.0,32.5,5.0,3.0,Laptops,HP Certified Refurbished ProBook X360 11 G2,"8GB RAM, 512GB SSD",N/A,N/A,N/A,"Intel Core I5, 11.6″ HD"
Lenovo,15999,37500.0,57.34,3.5,8.0,Laptops,Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black  (6 Months WRTY),N/A,N/A,N/A,N/A,
HP,20499,29000.0,29.31,0.0,0.0,Laptops,HP EliteBook 8GB RAM,"8GB RAM, 256GB SSD",N/A,N/A,N/A,"Fast Speed 256GB SSD  Intel Core I5, 14'' Windows 11 PRO Activated  Refurbished Laptop, Office & Basic Software Installed +  Free Bag + Free Wireless Mouse + Charger + Mouse Pad."
Apple,24500,30000.0,18.33,0.0,0.0,Laptops,"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM","8GB RAM, 500GB HDD",N/A,"13""",N/A,500GB HDD (2012) Silver Refurbished
HP,29949,56000.0,46.52,3.5,8.0,Laptops,HP EliteBook 840 G4 Intel Core I7 7Th Gen,"8GB Ram, 256GB SSD",N/A,N/A,N/A,"8GB Ram,256GB SSD, Windows 10 Pro"
HP,33999,40000.0,15.0,0.0,0.0,Laptops,HP Elite X2 G4 -8th Gen-Core I5-8GB RAM-256GB SSD- TouchScreen- Detachable Win 11-13''-Silver (6 Months WRTY),"8GB RAM, 256GB SSD",N/A,N/A,N/A,
HP,8999,15999.0,43.75,5.0,1.0,Laptops,HP Chromebook 11 G6  - Intel Celeron  Dual-core - Storage 16GB/4GB -WiFi - Camera - Type C- Chrome OS - Refurb  (6 Months WRTY),N/A,N/A,N/A,N/A,
HP,16196,32000.0,49.39,0.0,0.0,Laptops,HP  Refurbished EliteBook 820 G2 Core I5-5300U 2.3GHz,"8GB RAM, 500GB HDD",N/A,"12.5""",N/A,8GB RAM 500GB HDD  Windows 10 Pro
HP,9888,17999.0,45.06,2.0,1.0,Laptops,"HP  Chromebook 11 G5 –  32GB /4GB RAM Storage -11.6"" Screen - Intel Celeron N3060 - HDMI - HD Camera - Chrome OS -Refurb",4GB RAM,N/A,"11.6""",N/A,(6 Months WRTY)
Lenovo,63999,63999.0,0.0,4.3,6.0,Laptops,"Lenovo Ideapad 1-12th Generation Intel Core I3-8GB RAM-512GB SSD-WIN11-14"" Display-Grey","8GB RAM, 512GB SSD",N/A,"14""",N/A,(1YR WRTY)
Lenovo,22500,29000.0,22.41,5.0,3.0,Laptops,Lenovo Refurbished Yoga 11e -x360 Touch Screen- Intel Celeron 8GB 256GB SSD,256GB SSD,N/A,N/A,N/A,"Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad."
HP,41000,55000.0,25.45,5.0,1.0,Laptops,HP EliteBook 840 G6 Core I5 16GB RAM 512GB SSD 8th Gen 14 inch Full HD Touchscreen 1.6GHz Quad Core Ultra Slim Refurbished Laptop,"16GB RAM, 512GB SSD",N/A,N/A,N/A,
HP,35999,42000.0,14.29,0.0,0.0,Laptops,HP 250 G9,"8GB RAM, 256GB SSD",N/A,"15.6""",Silver,"Intel Celeron,  FHD Display, Windows 11 Pro,  (1YR WRTY)"
HP,15999,29999.0,46.67,3.6,22.0,Laptops,"HP Refurbished Probook 640   Core I5   500 HDD- 8GB RAM -14""  - Black  (6 Months WRTY)",8GB RAM,N/A,"14""",N/A,
Lenovo,32999,37000.0,10.81,0.0,0.0,Laptops,Lenovo Ideapad 1,"4GB RAM, 256GB SSD",N/A,"14""",N/A,"Intel Celeron N4020, Windows 11,  HD, Grey+Bag+Mouse+Flash Disk"
Lenovo,18999,28000.0,32.15,5.0,1.0,Laptops,Lenovo Yoga 11e  8GB RAM 128GB SSD Touchscreen Convertible Laptop,"8GB RAM, 128GB SSD",N/A,N/A,N/A,"Webcam Bluetooth, HDMI WIFI With  Activated Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension."
Samsung,9899,17999.0,45.0,4.0,2.0,Laptops,"Samsung Chromebook XE310 – Intel Celeron N4000 - 11.6"" HD Screen","32GB SSD, 4GB RAM",N/A,"11.6""",N/A,"Storage 32GB SSD / 4GB RAM ,Bluetooth, Type C – Camera - Chrome OS - Refurb  (6 Months WRTY)"
Lenovo,11799,20000.0,41.0,0.0,0.0,Laptops,"Lenovo Thinkpad Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB",4GB RAM,N/A,"11.6""",N/A,
HP,8599,15999.0,46.25,3.8,4.0,Laptops,HP Chromebook 11 G7 -Intel Celeron - Storage  4GB RAM / 16GB - TYPE C- Wifi- Bluetooth – Camera -Refurb - Grey/Silver  (6 Months WRTY),4GB RAM,N/A,N/A,N/A,
HP,27999,38000.0,26.32,0.0,0.0,Laptops,"HP EliteBook 840 G3 Intel Core I7 -8GB Ram-256GB SSD-14""-Silver WIN 10 6th Gen Refurbished","8GB Ram, 256GB SSD",N/A,"14""",N/A,
HP,19999,43000.0,53.49,4.3,8.0,Laptops,"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" 8GB RAM 1TB HDD WINDOWS 10 (6 Months WRTY)",8GB RAM,N/A,"14""",N/A,
HP,33000,37000.0,10.81,5.0,1.0,Laptops,HP  EliteBook 840 G6 Touchscreen-8th Gen -Core I5,8GB RAM,N/A,N/A,N/A,256GB-SSD windows 11 pro installed and activaed plus complete charger
HP,8599,16999.0,49.41,0.0,0.0,Laptops,HP Chromebook G7 - 4GB RAM- Intel Celeron - Type C - WiFi - Webcam - Bluetooth - Chrome OS - Refurb.,4GB RAM,N/A,N/A,N/A,
HP,42999,55000.0,21.82,4.0,3.0,Laptops,HP Refurbished EliteBook 840 G5 Core I7 16GB 512GB SSD 8th Gen 14 Inch Ultrabook Laptop + Bag (6 Months WRTY),512GB SSD,N/A,N/A,N/A,
Asus,47999,55000.0,12.73,0.0,0.0,Laptops,Asus Vivobook 14,"8GB RAM, 512GB SSD",N/A,"14""",N/A,"Intel Core i3, Windows 11,  FHD Display, Black +Bga+Mouse+Flash (1YR WRTY)"
Lenovo,19999,30000.0,33.34,0.0,0.0,Laptops,Lenovo 8GB RAM 256GB SSD ThinkPad Yoga 11e Refurbished Laptop X360 Touchscreen Webcam Bluetooth,"8GB RAM, 256GB SSD",N/A,N/A,N/A,"HDMI WIFI With Windows 11 PRO Activated, Office 2021 Pro, Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad + Free Extension."
Lenovo,20000,34900.0,42.69,0.0,0.0,Laptops,Lenovo Refurbished Thinkpad X280 Intel Core I5 8th Gen,"8GB RAM, 256GB SSD",N/A,N/A,Black,"8GB RAM 256GB SSD, 12.5''"
HP,23700,40000.0,40.75,0.0,0.0,Laptops,HP EliteBook 1TB HDD Storage 16GB RAM  Slim Ultrabook Refurbished Laptop 820 G1 Intel Core I5,16GB RAM,N/A,N/A,N/A,"Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension."
Lenovo,28999,35000.0,17.15,0.0,0.0,Laptops,Lenovo Ideapad 1,"4GB RAM, 256GB SSD",N/A,"14""",N/A,"Intel Celeron N4020, Windows 11,  HD, Grey"
HP,17499,29999.0,41.67,3.1,30.0,Laptops,"HP Refurbished EliteBook 8470p Core I5 - HDD 1TB - 8GB RAM WIFI CAM Silver - 14"" (6 Months WRTY)",8GB RAM,N/A,"14""",N/A,
HP,17000,20000.0,15.0,4.0,1.0,Laptops,HP  Refurbrished Elitebook 840 G1 has a 14.0-inch display. An Intel Core i5 4th gen 8GB DDR3 RAM 500gb hdd.windows 10 pro installed and activated,500gb hdd,N/A,N/A,N/A,
HP,35000,50000.0,30.0,3.7,3.0,Laptops,"HP BRAND NEW SEALED CELERON HP 15 4GB RAM 500GB HDD 15.6'"" FreeDOS (6M WRTY)","4GB RAM, 500GB HDD",N/A,N/A,N/A,
HP,21500,40000.0,46.25,3.6,14.0,Laptops,HP Refurbished 6th Generation EliteBook 840 G3 Core I5-8GB - 256GB Ssd - Win 10 - Silver,256GB Ssd,N/A,N/A,N/A,
Apple,22000,34000.0,35.29,3.6,29.0,Laptops,"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM","8GB RAM, 500GB HDD",N/A,"13""",N/A,500GB HDD (2012) Silver Refurbished
Lenovo,38999,43000.0,9.3,4.0,3.0,Laptops,Lenovo IdeaPad 1,"8GB RAM, 256GB SSD",N/A,"14""",N/A,"Intel Celeron N4020,  HD Display, Windows 11 Pro, Cloud Grey+Bag+Flash+Mouse (1YR WRTY)"
HP,8599,16999.0,49.41,0.0,0.0,Laptops,HP Chromebook 11 G7 - Intel Celeron - 4GB RAM / 16GB SSD eMMC - Type C - WiFi - Webcam - Bluetooth - Chrome OS - Refurb.,"4GB RAM, 16GB SSD",N/A,N/A,N/A,
HP,17999,45000.0,60.0,0.0,0.0,Laptops,HP 500GB HDD 8GB RAM Refurbished ProBook 640 14 Intel Core I5 Windows 10,"500GB HDD, 8GB RAM",N/A,N/A,N/A,
HP,29999,29999.0,0.0,1.0,1.0,Laptops,HP Refurbished EliteBook 840 G3  Intel Core I5 8 GB RAM SDD 256GB,N/A,N/A,N/A,N/A,
HP,9599,14999.0,36.0,3.9,17.0,Laptops,"HP Chromebook 11 G4 – Intel - 4GB RAM / 16GB SSD EMMC - Bluetooth - HDMI-  11.6"" Screen- Camera- Refurb","4GB RAM, 16GB SSD",N/A,"11.6""",N/A,(6 Months WRTY)
HP,24900,60000.0,58.5,3.8,30.0,Laptops,HP Refurbished EliteBook 840 G3 Core I7-6600U -8GB - 500 GB – Win 10 - Silver (6 Months WRTY),N/A,N/A,N/A,N/A,
HP,8499,13999.0,39.29,4.0,1.0,Laptops,HP Chromebook G4 -Intel Celeron N2840-11.6'' Screen- 4GB RAM / 10GB - Chrome OS -Refurb  (6 Months WRTY),4GB RAM,N/A,N/A,N/A,
HP,29999,43999.0,31.82,3.7,3.0,Laptops,HP EliteBook 840 G4,"16GB RAM, 256GB SSD",N/A,N/A,N/A,Intel Core I5 7th Gen 16GB RAM 256GB SSD 14 Inches
HP,19399,32500.0,40.31,3.7,31.0,Laptops,HP Refurbished Elitebook  820 G3 6th Gen,8GB RAM,N/A,"12.5""",N/A,"Corei5, -SSD 256GB -, Sliver"
HP,13699,19999.0,31.5,3.3,18.0,Laptops,"HP Refurbished EliteBook 8470p - Core I5 - HDD 500GB - 4GB RAM DVDRW CAM Silver - 14"" (6 Months WRTY)",4GB RAM,N/A,"14""",N/A,
HP,17999,29999.0,40.0,3.6,117.0,Laptops,HP Refurbished Elitebook 840  Core  I5,"8GB RAM, 500GB  HDD",N/A,"14""",Black,"Slim Model ,  8GB RAM 500GB  HDD -,   (6 Months WRTY)"
HP,19395,35000.0,44.59,3.5,24.0,Laptops,"HP EliteBook 820 G3 Core I5 8GB-256GB SSD 6th Gen 12.5"" Renewed Windows 10",256GB SSD,N/A,"12.5""",N/A,
HP,14699,21999.0,33.18,4.1,15.0,Laptops,"HP Refurbished EliteBook RAM 8GB HDD 500GB Core I5 14"" Windows",8GB HDD,N/A,"14""",N/A,Office Basic Software Installed
Nec,13999,16999.0,17.65,0.0,0.0,Laptops,Nec BRAND NEW VersaPro X360,N/A,N/A,"11""",Black,"4 GB RAM, 64 GB SSD,  Windows 11 -"
HP,30400,36000.0,15.56,4.3,6.0,Laptops,HP  Refurbished Elitebook 840 G5 8th Generation Core I5,16GB RAM,N/A,"14""",N/A,512GBGB SSD - inches screen display windows 10 pro installed and activated plus complete charger
X,7999,15899.0,49.69,3.8,62.0,Laptops,"X Tigi HeroBook 10.1""- Android - Quad Core-3Gb RAM-64Gb ROM- 4000mAh-12 Months Warranty","3Gb RAM, 64Gb ROM",4000mAh,"10.1""",N/A,
Samsung,8899,16999.0,47.65,0.0,0.0,Laptops,"Samsung Chromebook XE310 – Intel Celeron N4000 - 11.6"" HD Screen","4GB RAM, 16GB SSD",N/A,"11.6""",N/A,"Storage 4GB RAM  16GB SSD, Bluetooth, Type C – Camera - Chrome OS - Refurb  (6 Months WRTY)"
Lenovo,14895,27000.0,44.83,4.1,19.0,Laptops,Lenovo Refurbished Thinkpad X250 Intel Core I5,"8GB RAM, 500GB HDD",N/A,N/A,N/A,12.5'' Black Win 10
HP,32999,56000.0,41.07,4.1,11.0,Laptops,HP EliteBook 840 G4 Intel Core I7 7Th Gen,"16GB Ram, 256GB SSD",N/A,N/A,N/A,"16GB Ram,256GB SSD, Windows 10 Pro"
HP,10500,20000.0,47.5,4.4,17.0,Laptops,"HP Stream 11 Pro Refurbished - 11.6"" Intel Celeron 4GB RAM 64GB SSD Ultra Slim Laptop","4GB RAM, 64GB SSD",N/A,"11.6""",N/A,
Lenovo,11899,14999.0,20.67,3.8,67.0,Laptops,"Lenovo Refurbished Thinkpad X131e - 11.6"" - Intel Dual-Ccore - 4GB RAM - 320GB HDD - Black (6 Months WRTY)","4GB RAM, 320GB HDD",N/A,"11.6""",N/A,
HP,8599,15999.0,46.25,2.5,4.0,Laptops,HP Chromebook 11 G7 - Intel Celeron - 4GB RAM - Type C - WiFi -Webcam - Bluetooth - Chrome OS - Refurb.,4GB RAM,N/A,N/A,N/A,
DELL,20999,29000.0,27.59,4.8,4.0,Laptops,DELL Latitude 7490,"8GB RAM, 256GB SSD",N/A,"14""",N/A,8th Gen Core I5 - - Refurbished - - Black-Win 11
HP,21499,31000.0,30.65,3.4,16.0,Laptops,HP REFURBISHED ELITEBOOK 840 G3 CORE I5 8GB 256GB SSD 14'' 6TH GEN,256GB SSD,N/A,N/A,N/A,
Lenovo,15850,24999.0,36.6,0.0,0.0,Laptops,Lenovo ThinkPad X250 Intel  Core I5,"8GB RAM, 256GB SSD",N/A,N/A,N/A,12.5'' REFURBISHED
HP,16399,29666.0,44.72,4.2,12.0,Laptops,HP Refurbished EliteBook 820,8GB RAM,N/A,"12.5""",N/A,"Intel Core I5, Slim Model , 500HDD, Black-  (6 Months WRTY)"
HP,17490,36798.0,52.47,3.7,74.0,Laptops,HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,"8GB RAM, 500gb Hdd",N/A,N/A,N/A,(6 Months WRTY)
DELL,17999,25000.0,28.0,4.4,39.0,Laptops,DELL Latitude 7280,"8GB RAM, 256GB SSD",N/A,"12.5""",N/A,"Core I5 8GB RAM 256GB SSD,  Refurbished"
Lenovo,13897,24000.0,42.1,4.2,14.0,Laptops,Lenovo Refurbished Yoga 11e,"128GB SSD, 8GB RAM",N/A,"11.6""",N/A,"Touchscreen Intel Celeron - 128GB SSD- 8GB RAM,X360"
Lenovo,11800,20000.0,41.0,3.5,13.0,Laptops,"Lenovo Thinkpad Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB",4GB RAM,N/A,"11.6""",N/A,
HP,24999,40000.0,37.5,5.0,2.0,Laptops,HP EliteBook 840 G3 8GB 256GB SSD 14 Inch Core I7 6th Gen Win 11 Ultraslim Laptop Silver,256GB SSD,N/A,N/A,N/A,
Lenovo,19999,25000.0,20.0,4.1,9.0,Laptops,Lenovo Thinkpad T470s Refurbished -Core I5 -8GB RAM -256GB SSD-Dos-14,"8GB RAM, 256GB SSD",N/A,N/A,N/A,
HP,29499,40000.0,26.25,3.5,4.0,Laptops,HP Refurbished Elitebook 820 G3 6th Gen,16GB RAM,N/A,"12.5""",N/A,"Core I7 , -SSD 512GB -, Sliver"
Lenovo,14999,31000.0,51.62,0.0,0.0,Laptops,Lenovo Refurbished Thinkpad X250 Intel Core I5,"8GB RAM, 500GB HDD",N/A,N/A,N/A,12.5'' Black Win 10
Lenovo,15999,37500.0,57.34,3.5,8.0,Laptops,Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black  (6 Months WRTY),N/A,N/A,N/A,N/A,
HP,16998,29000.0,41.39,3.3,4.0,Laptops,HP Elitebook 840 G1 Core I5,"8GB RAM, 500GB HDD",N/A,"14""",N/A,Refurbished
HP,23999,46999.0,48.94,4.3,15.0,Laptops,HP Refurbished Elitebook  820  G3 6th Gen,8GB RAM,N/A,"12.5""",N/A,"Core I7, -SSD 256GB -, Sliver  (6 Months WRTY)"
Apple,22399,28000.0,20.0,0.0,0.0,Laptops,"Apple  MacBook Pro 13""- Core I5 -8GB RAM","8GB RAM, 256GB SSD",N/A,"13""",Silver,256GB SSD (2012) Laptop -
HP,32990,45000.0,26.69,0.0,0.0,Laptops,"HP Refurbished Elitebook 745 G6 16GB RAM 256GB SSD AMD Ryzen 5 Pro 3500U 2GB Graphics 14"" FHD 1080p Touchscreen Windows 11 Pro Laptop (6 Months WRTY)","16GB RAM, 256GB SSD",N/A,"14""",N/A,
Toshiba,21400,30000.0,28.67,2.0,1.0,Laptops,Toshiba Refurbished Dynabook Portege X20W-D 12-inch X360 Touchscreen Intel Core I3-7100U Processor 8GB RAM 256GB SSD (6M WRTY),"8GB RAM, 256GB SSD",N/A,N/A,N/A,
HP,17499,29999.0,41.67,3.1,30.0,Laptops,"HP Refurbished EliteBook 8470p Core I5 - HDD 1TB - 8GB RAM WIFI CAM Silver - 14"" (6 Months WRTY)",8GB RAM,N/A,"14""",N/A,
HP,21290,28000.0,23.96,3.3,4.0,Laptops,HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB,500GB HDD,N/A,N/A,N/A,DOS - Silver.
HP,8999,15999.0,43.75,5.0,1.0,Laptops,HP Chromebook 11 G6  - Intel Celeron  Dual-core - Storage 16GB/4GB -WiFi - Camera - Type C- Chrome OS - Refurb  (6 Months WRTY),N/A,N/A,N/A,N/A,
HP,18300,25000.0,26.8,5.0,4.0,Laptops,HP Refurbished EliteBook,"8GB RAM, 500GB HDD",N/A,N/A,N/A,"Intel Core I5, 14'' Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad"
HP,23999,47998.0,50.0,5.0,2.0,Laptops,HP Revolve 810 Refurbished corei7/ 8GB RAM/ 256SSD/ touchscreen+free docking station,8GB RAM,N/A,N/A,N/A,
Lenovo,24999,30000.0,16.67,4.0,4.0,Laptops,Lenovo ThinkPad X390 Core i5-8th Gen 8GB Ram 256GB SSD Refurbished -Black-Win 11,"8GB Ram, 256GB SSD",N/A,N/A,N/A,
HP,24000,26000.0,7.69,2.0,1.0,Laptops,HP  ProBook X360 11 G2 core i5 8GB 256GB SSD 7th generation,256GB SSD,N/A,N/A,N/A,11.6 Inches Touchscreen 2 in 1 refurbished laptop windows 11 pro installed and activated  plus complete charger
Lenovo,11199,19999.0,44.0,4.0,1.0,Laptops,"Lenovo Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB (6 Months WRTY)",4GB RAM,N/A,"11.6""",N/A,
HP,35000,36000.0,2.78,4.3,11.0,Laptops,"HP EliteBook 840 G5 8th Gen Core I5- 8GB Ram- 256GB SSD - Windows 11-14""-Silver (6 Months WRTY)","8GB Ram, 256GB SSD",N/A,"14""",N/A,
Lenovo,11350,25000.0,54.6,5.0,2.0,Laptops,Lenovo THINKPAD 11e Intel Celeron 4GB Ram,"4GB Ram, 128GB Ssd",N/A,N/A,N/A,128GB Ssd Touch Screen RENEWED
HP,21250,32000.0,33.59,0.0,0.0,Laptops,HP Elitebook 840 G3 Intel Core i5 6th Gen 8GB RAM 256GB SSD 14 Inches FHD Display Refurbished,"8GB RAM, 256GB SSD",N/A,N/A,N/A,
Lenovo,16899,34000.0,50.3,3.8,4.0,Laptops,Lenovo ThinkPad X270 Intel Core I5-Refurbished-8GB RAM 256GB SSD Windows 10 Pro laptop,"8GB RAM, 256GB SSD",N/A,N/A,N/A,
HP,9888,17999.0,45.06,2.0,1.0,Laptops,"HP  Chromebook 11 G5 –  32GB /4GB RAM Storage -11.6"" Screen - Intel Celeron N3060 - HDMI - HD Camera - Chrome OS -Refurb",4GB RAM,N/A,"11.6""",N/A,(6 Months WRTY)
HP,33999,40000.0,15.0,0.0,0.0,Laptops,HP Elite X2 G4 -8th Gen-Core I5-8GB RAM-256GB SSD- TouchScreen- Detachable Win 11-13''-Silver (6 Months WRTY),"8GB RAM, 256GB SSD",N/A,N/A,N/A,
HP,23599,38000.0,37.9,0.0,0.0,Laptops,"HP REFURBISHED EliteBook 840 G1 Intel Core I5 14"" 8GB RAM 1TB HDD WINDOWS 10 (6 Months WRTY)",8GB RAM,N/A,"14""",N/A,
HP,19499,35000.0,44.29,0.0,0.0,Laptops,"HP EliteBook 820 G3 Core I5 8GB-256GB SSD 6th Gen 12.5"" Renewed Windows 10  Refurbished",256GB SSD,N/A,"12.5""",N/A,
HP,21499,46999.0,54.26,4.1,15.0,Laptops,HP Refurbished Elitebook 840  G3 6th Gen,8GB RAM,N/A,"14""",N/A,"Core I5, - SSD 256GB  -, Sliver  (6 Months WRTY)"
Lenovo,20498,30000.0,31.67,4.7,3.0,Laptops,"Lenovo ThinkPad X280 Intel Core i5-8350U Quad-Core 8GB RAM 256GB SSD 12.5"" FHD IPS Display Refurbished 6months Warranty","8GB RAM, 256GB SSD",N/A,"12.5""",N/A,
HP,19000,28000.0,32.14,0.0,0.0,Laptops,HP Elitebook 840 G1 8GB RAM 1 TB Storage Refurbished Intel Core I5,8GB RAM,N/A,N/A,N/A,
Lenovo,36999,40000.0,7.5,5.0,3.0,Laptops,Lenovo IdeaPad 1,"8GB RAM, 256GB SSD",N/A,"14""",N/A,"Intel Celeron N4020,  HD Display, Windows 11 Pro, Cloud Grey (1YR WRTY)"
HP,12799,17999.0,28.89,0.0,0.0,Laptops,HP REFURBISHED CHROMEBOOK 14 G4 CELERON 4GB RAM 128GB SSD WHITE,"4GB RAM, 128GB SSD",N/A,N/A,N/A,
Lenovo,19999,32888.0,39.19,3.0,2.0,Laptops,Lenovo Refurbshed Thinkpad T470S Core I5 8GB Ram 256GB SSD,"8GB Ram, 256GB SSD",N/A,N/A,N/A,6th Generation 14 inches
Apple,24500,32000.0,23.44,5.0,4.0,Laptops,"Apple Refurbished MacBook Pro 13"" intel Core I5 8GB RAM","8GB RAM, 256GB SSD",N/A,"13""",Silver,256GB SSD ( 2012) 2.5GHz-
HP,20499,29000.0,29.31,0.0,0.0,Laptops,HP EliteBook 8GB RAM,"8GB RAM, 256GB SSD",N/A,N/A,N/A,"Fast Speed 256GB SSD  Intel Core I5, 14'' Windows 11 PRO Activated  Refurbished Laptop, Office & Basic Software Installed +  Free Bag + Free Wireless Mouse + Charger + Mouse Pad."
HP,24999,45999.0,45.65,4.4,5.0,Laptops,"HP EliteBook 830 G5 Core I5 8250U 8GB 256GB -Refurbished-13.3""'.Silver",N/A,N/A,"13.3""",N/A,
HP,22999,32000.0,28.13,0.0,0.0,Laptops,"HP Refurbished EliteBook 820 G3 Core I7 8GB RAM 256GB SSD 6th Gen 12.5"" Ultraslim Laptop","8GB RAM, 256GB SSD",N/A,"12.5""",N/A,
Samsung,9899,17999.0,45.0,4.0,2.0,Laptops,"Samsung Chromebook XE310 – Intel Celeron N4000 - 11.6"" HD Screen","32GB SSD, 4GB RAM",N/A,"11.6""",N/A,"Storage 32GB SSD / 4GB RAM ,Bluetooth, Type C – Camera - Chrome OS - Refurb  (6 Months WRTY)"
HP,22999,32000.0,28.13,4.6,5.0,Laptops,HP EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished (6 Months WRTY),8GB RAM,N/A,N/A,N/A,
HP,22999,36000.0,36.11,0.0,0.0,Laptops,HP EliteBook 840 G3 Intel Core i5 6th Gen 8GB/256GB SSD 14 inches,256GB SSD,N/A,N/A,N/A,
HP,25500,40000.0,36.25,3.7,3.0,Laptops,HP 8GB Ram 500GB HDD,"8GB Ram, 500GB HDD",N/A,"14""",N/A,"6th Generation, Refurbished EliteBook 840 G3 Intel Core I5,  Inches Screen Display, Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension."
HP,25499,33000.0,22.73,4.3,4.0,Laptops,"HP Refurbished EliteBook 820 G3 Core I7 16GB RAM 256GB SSD 6th Gen 12.5"" Ultraslim Laptop","16GB RAM, 256GB SSD",N/A,"12.5""",N/A,
HP,16400,26999.0,39.26,0.0,0.0,Laptops,HP EliteBook 820 Core I5 4gb RAM HDD 500GB REFURBISHED,4gb RAM,N/A,N/A,N/A,
HP,26999,40000.0,32.5,5.0,3.0,Laptops,HP Certified Refurbished ProBook X360 11 G2,"8GB RAM, 512GB SSD",N/A,N/A,N/A,"Intel Core I5, 11.6″ HD"
Apple,25000,38000.0,34.21,4.5,2.0,Laptops,"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM",8GB RAM,N/A,"13""",Silver,1TB HDD ( 2012) 2.5GHz-
HP,17799,22000.0,19.1,0.0,0.0,Laptops,HP Refurbished EliteBook 840 G1,"500GB HDD, 8GB RAM",N/A,"14""",N/A,"- Intel Core I5,  - Win10 Trial, BLK"
HP,29999,29999.0,0.0,1.0,1.0,Laptops,HP Refurbished EliteBook 840 G3  Intel Core I5 8 GB RAM SDD 256GB,N/A,N/A,N/A,N/A,
Lenovo,14899,21000.0,29.05,0.0,0.0,Laptops,Lenovo ThinkPad X250 Intel Core I5,"8GB RAM, 500GB HDD",N/A,N/A,N/A,12.5'' REFURBISHED
