Brand,Price,Old Price,Discount,Rating,Review Count,Type of Product,Clean Name,Storage,Battery,Screen Size,Color,More Details
TC,2399,5000.0,52.02,3.5,32.0,Phones,TC Pink Portable Wardrobe 3 Column,N/A,N/A,N/A,N/A,
Samsung,10995,17999.0,38.91,0.0,0.0,Phones,Samsung Galaxy A06,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7'' Display,  (Dual Sim) 50MP Camera"
Tecno,12499,20000.0,37.51,0.0,0.0,Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To  (Dual Sim) 50MP 5000 MAh AAA"
Samsung,9950,19599.0,49.23,4.0,5.0,Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7''DISPLAY, -(Dual Sim) 50MP Camera,  - BLACK +Adapter"
Itel,6598,11999.0,45.01,0.0,0.0,Phones,"Itel A18S 5.5"" Display","2GBRAM, 32GB ROM, 4GB RAM",N/A,"5.5""",Black,"2GBRAM(Upto 4GB) + 32GB ROM (Upto 4GB RAM),Fingerprint, Android 13 (Go edition)-"
Infinix,23499,35999.0,34.72,0.0,0.0,Phones,Infinix HOT 50 PRO PLUS,N/A,N/A,"6.78""",N/A,"AMOLED CURVED SCREEN DISPLAY  INCHES(8GB +8GB) RAM & 128 GB ROM,5000MAH,50MP"
Tecno,20995,27000.0,22.24,4.5,12.0,Phones,Tecno  SPARK 20 Pro,8GB RAM,5000mAh,"6.78""",N/A,"DISPLAY, 256GB +  (Expandable UPTO 16GB), Dual SIM, CYBER WHITE+FREE GIFTS"
Infinix,13290,25000.0,46.84,3.2,11.0,Phones,Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  BUDS PB,N/A,N/A,N/A,N/A,
Tecno,32999,34999.0,5.71,0.0,0.0,Phones,Tecno CAMON 40 PRO_ 6.78'' 12OHz AMOLED_ 256GB ROM+8GB RAM ( +8GB Extended) (Daul Sim) 52000mAh 45W_Emerald Lake Green + Gift,"256GB ROM, 8GB RAM",52000mAh,N/A,N/A,
Share,699,699.0,0.0,0.0,0.0,Phones,Share this product   Double Pole Foldable Expandable Tablet/Phone Holder - Non-Slip Base,N/A,N/A,N/A,N/A,"Alloy Double Rod Support, Hollow Folding Design, Reserved Charging Hole"
VILLAON,959,1800.0,46.72,3.6,5.0,Phones,VILLAON V110,N/A,1000mAh,"1.77""",Blue,"Kabambe, Wireless FM, Camera, Bright Touch, Facebook,  (Dual Sim) -"
XIAOMI,12189,14999.0,18.73,3.7,6.0,Phones,XIAOMI Redmi 14C,4GB RAM,5160mAh,"6.88""",N/A,(+128GB Storage) (Dual Sim)  - Sage Green HDJ
Samsung,34596,39000.0,11.29,0.0,0.0,Phones,Samsung Galaxy A35 5G,8GB RAM,5000mAh,"6.6""",N/A,256GB +  (Dual SIM)
Tecno,32999,34999.0,5.71,0.0,0.0,Phones,Tecno CAMON 40 PRO_ 6.78'' 12OHz AMOLED_ 256GB ROM+8GB RAM ( +8GB Extended) (Daul Sim) 52000mAh 45W_Galaxy Black + Gift,"256GB ROM, 8GB RAM",52000mAh,N/A,N/A,
VILLAON,5785,7000.0,17.36,4.1,14.0,Phones,"VILLAON V20 6.3"" 2GB RAM+32GB Storage 8MP Camera-3000mAh Dual sim-",2GB RAM,3000mAh,"6.3""",N/A,
Tecno,1480,2700.0,45.19,4.2,6.0,Phones,Tecno BEST SMALL PHONE // BUTTON PHONE // T301 2/Dual Sim,N/A,N/A,N/A,N/A,Button/KABAMBE/KATULULU/MULIKA MWIZI
Bontel,1950,2000.0,2.5,4.7,3.0,Phones,Bontel 3720 Mini Fold Mobile Phone 2G GSM Dual SIM Card Speed Dial Video Player Magic Voice 3.5mm Jac,N/A,N/A,N/A,N/A,
AGM,11500,19560.0,41.21,4.5,2.0,Phones,AGM NOTE N1,128GB ROM,4900mAh,N/A,Black,"6.52'' Display, 16(8+8)GB RAM +  (Dual Sim) 50MP,  -"
Vivo,8399,15000.0,44.01,2.5,2.0,Phones,Vivo Refurbished  Z3i 128GB ROM 6GB RAM 16MP+2MP dual AI rear cameras and A 24MP AI front camera.,"128GB ROM, 6GB RAM",N/A,N/A,N/A,
XIAOMI,21690,29999.0,27.7,0.0,0.0,Phones,XIAOMI Redmi Note 14,N/A,5500mAh,"6.67""",N/A,"128GB + 6 GB RAM (Dual SIM),with warranty+PHONE."
Vivo,12499,17999.0,30.56,4.0,1.0,Phones,Vivo Y03,4GB RAM + 64GB ROM,5000mAh,N/A,Black,"6.56'', (Dual SIM),  - Space  (2YRs WRTY)+ FREE COFFEE CUP"
Samsung,20499,29999.0,31.67,4.0,116.0,Phones,Samsung GALAXY A15,4GB RAM + 128GB ROM,5000mAh,N/A,N/A,"6.5'', DUAL SIM, 50MP,  - Blue + Smart watch & Power Bank"
Infinix,11099,14075.0,21.14,5.0,3.0,Phones,Infinix Smart 9,4GB RAM,5000mAh,"6.7""",Gold,"128GB +  (Dual SIM), Sandstone  (1YR WRTY)"
Itel,1380,1700.0,18.82,4.5,73.0,Phones,Itel It  2160  -  Dual SIM - Dark  Blue  PLUS  EARPHONES,N/A,N/A,N/A,N/A,
Itel,10145,14999.0,32.36,0.0,0.0,Phones,Itel A70,8GB RAM,5000mAh,N/A,N/A,6.66 display upto  + 128GB Storage 8MP  Battery-+EARPODS+WATCH+POWER BANK.
Tecno,33299,60000.0,44.5,0.0,0.0,Phones,Tecno CAMON 40 PRO  6.78 INCHES 8GB RAM +256GB ROM 5200 MAH BATTERY DUAL SIM MAGNIFIER OTG,8GB RAM +256GB ROM,N/A,N/A,N/A,
Samsung,39980,70000.0,42.89,4.7,3.0,Phones,Samsung GALAXY A55,8GB RAM+128GB ROM,N/A,N/A,N/A,"SUPER AMOLED DISPLAY,120HZ,()5000MAH,50MP,SPLY"""
PORTABLE,2200,3000.0,26.67,3.3,3.0,Phones,PORTABLE WARDROBE,N/A,N/A,N/A,N/A,
Oppo,21000,30000.0,30.0,5.0,2.0,Phones,Oppo A18,4GB RAM + 128GB ROM,5000mAh,N/A,N/A,"6.56'' Display, ColorOs 13.1, (Dual SIM),  +POWER BANK"
Samsung,23699,39999.0,40.75,0.0,0.0,Phones,Samsung  Galaxy A16,256GB ROM,N/A,"6.7""",N/A,"8GB+   HD, Android 14,50MP-Camera, Battery-5000mah-Black +Smartwatch+Earbuds"
Realme,13650,23999.0,43.12,4.0,5.0,Phones,Realme C61 6.74'',"128GB ROM, 6GB RAM",5000mAh,N/A,Black,"128GB ROM + 6GB RAM (Dual SIM),  Battery -"
XIAOMI,14349,29999.0,52.17,4.0,7.0,Phones,XIAOMI  Redmi 14C,8GB RAM,5160mAh,"6.88""",Green,(+256GB Storage) (Dual Sim)  - Sage
XIAOMI,20990,45000.0,53.36,5.0,1.0,Phones,XIAOMI Redmi Note 14,6GB RAM,5110mAh,"6.67""",N/A,"128GB + , (Dual SIM), +SMARTNETS."
Tecno,33299,60000.0,44.5,0.0,0.0,Phones,Tecno CAMON 40 PRO  6.78 INCHES 8GB RAM +256GB ROM 5200 MAH BATTERY DUAL SIM COVER MAGNIFIER,8GB RAM +256GB ROM,N/A,N/A,N/A,
Oppo,37399,70999.0,47.32,0.0,0.0,Phones,Oppo Reno 13F,"8GB RAM, 256GB ROM",800mAh,N/A,N/A,"8GB RAM 256GB ROM  5, 80W. 50MP. COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU"
Tecno,12199,20000.0,39.01,3.2,5.0,Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To  (Dual Sim) 50MP, 5000 MAh QAZ"
Samsung,1499,2399.0,37.52,4.4,5.0,Phones,Samsung SM-B315E,N/A,800mAh,N/A,N/A,"2.0inch, Dual Sim-WHITE"
Samsung,19599,29999.0,34.67,4.3,284.0,Phones,Samsung Galaxy A15,4GB RAM + 128GB ROM,5000mAh,N/A,Blue,"6.5'' Display,  (Dual Sim) 50MP,   - (2YRs WRTY)"
Samsung,12895,24449.0,47.26,4.0,1.0,Phones,"Samsung Galaxy A06 6.7"" Display","128GB ROM, 4GB RAM",5000mAh,"6.7""",N/A,"128GB ROM + 4GB RAM (Dual Sim)50MP Camera,4G Nertwork,  -black + Free gifts"
Samsung,149999,149999159999.0,100.0,5.0,1.0,Phones,Samsung Galaxy S24 Ultra 5G 512gb,N/A,N/A,N/A,N/A,
Infinix,13450,25000.0,46.2,5.0,2.0,Phones,Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  MAGNIFIER SPORT,N/A,N/A,N/A,N/A,
Huawei,9299,16999.0,45.3,3.4,32.0,Phones,"Huawei Y9 2019 Refurbished Smartphone 6.5"" HiSilicon Kirin 710 -6GB+128GB -Blue",N/A,N/A,"6.5""",N/A,
Tecno,12750,25900.0,50.77,4.6,10.0,Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, Up to  (Dual Sim) 50MP, 5000 mAh - Orbit Black + Free Gifts"
Samsung,19790,30000.0,34.03,4.0,4.0,Phones,Samsung Galaxy F15 5G,6GB RAM,6000mAh,"6.5""",Green,"128GB +  (Dual SIM), Jazzy"
Vonex,1599,2800.0,42.89,4.6,18.0,Phones,Vonex X10+ 2.4inch,N/A,N/A,N/A,N/A,"Camera, FM Radio, Triple Sim,(2500mAH) + Torch+Facebook"
Tecno,32899,39999.0,17.75,0.0,0.0,Phones,"Tecno CAMON 40 PRO- 6.67""Curved Screen (256/8GB) DualSIM",N/A,5200mAh,"6.67""",N/A,Battery.+Free Smartwatch+Earpods
Tecno,24290,29999.0,19.03,0.0,0.0,Phones,"Tecno CAMON 40 - 6.67"" (128GB/8GB) DualSIM",N/A,5200mAh,"6.67""",N/A,Battery.
Tecno,12599,20000.0,37.0,0.0,0.0,Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To  (Dual Sim) 50MP 5000 MAh NNN"
Tecno,12645,25999.0,51.36,5.0,1.0,Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, Up to  (Dual Sim) 50MP, 5000 mAh - Orbit Black + Powerbank & Watch"
Oppo,15590,23999.0,35.04,4.2,5.0,Phones,Oppo A3x 6.67 inches,"128GB ROM, 4GB RAM",5100mAh,N/A,Blue,"128GB ROM + 4GB RAM, Battery:  (Dual SIM) 50MP - Ocean"
Samsung,23274,39999.0,41.81,0.0,0.0,Phones,Samsung Galaxy S20 FE 5G Smartphone (128GB,N/A,N/A,"6.5""",N/A,"6GB),  Amoled 120Hz HDR10+, 32MP Camera, Fingerprint Under Display, 4500 MAh Long-Lasting Battery Cell Phone"
Infinix,12799,25000.0,48.8,4.0,4.0,Phones,Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  CV SPP,N/A,N/A,N/A,N/A,
Nokia,3999,5000.0,20.02,0.0,0.0,Phones,Nokia 2720 Flip Mobile,N/A,N/A,N/A,N/A,"Mobile Phone, Dual Screen, Dual Sim Card - Gray"
Display,2500,5000.0,50.0,0.0,0.0,Phones,Display Female Dummies and Mannequins,N/A,N/A,N/A,N/A,
Samsung,16680,30999.0,46.19,5.0,2.0,Phones,Samsung GALAXY A16,4GB RAM + 128GB ROM,5000mAh,N/A,N/A,"6.7'' HD+, DUAL SIM, 50MP"
Oppo,33000,46000.0,28.26,0.0,0.0,Phones,Oppo A98 5G 6.72-inch,8GB RAM,5000mAh,N/A,N/A,"+ 256GB (Dual SIM), Dreamy Bue"
XIAOMI,14990,20000.0,25.05,4.4,9.0,Phones,XIAOMI REDMI 14C,"8GB RAM, 256GB ROM",N/A,"6.88""",N/A,"IPS LCD,8GB RAM & 256GB ROM,DUAL SIM,5160 MAH,SPLY"""
Itel,16999,20999.0,19.05,4.5,2.0,Phones,"Itel  S23+ 6.78""",4GB RAM,5000mAh,"6.78""",Black,"128GB + , 50MP Camera, (Dual SIM), 4G, -"
TC,2649,4000.0,33.78,3.6,11.0,Phones,TC 3 Column Metallic Portable Wardrobe,N/A,N/A,N/A,N/A,
Oppo,33499,63999.0,47.66,5.0,7.0,Phones,Oppo A98 5G,8GB RAM,5000mAh,"6.72""",N/A,"Display, 64MP, + 256GB, Dual SIM,  - Black + Free Gifts"
Samsung,23999,40000.0,40.0,4.4,8.0,Phones,Samsung GALAXY A15,8GB RAM + 256GB ROM,5000mAh,N/A,N/A,"6.5'' HD+, DUAL SIM, 50MP,  - Black + FREEBIES"
Tecno,12680,20000.0,36.6,5.0,1.0,Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To  (Dual Sim) 50MP 5000 MAh HDH"
Nokia,9690,18000.0,46.17,4.7,3.0,Phones,Nokia C12 PRO,"2GB RAM, 4GB RAM, 64GB ROM",N/A,"6.3""",N/A,"IPS LCD DISPLAY,2GB RAM UPTO 4GB RAM & 64GB ROM,4000MAH,8MP"
Tecno,32145,39999.0,19.64,0.0,0.0,Phones,"Tecno CAMON 40 PRO-  6.67"" Curved Screen (256GB/8GB) DualSIM",N/A,5200mAh,"6.67""",N/A,Battery.
Tecno,27990,50000.0,44.02,0.0,0.0,Phones,Tecno CAMON 40 DISPLAY 6.78 INCHES 8GB RAM +256GB ROM 5200 MAH BATTERY DUAL SIM MAGNIFIER,8GB RAM +256GB ROM,N/A,N/A,N/A,
HOMMY,2599,4000.0,35.02,3.8,84.0,Phones,HOMMY Maroon Portable Wardrobe 3 Column - Maroon,N/A,N/A,N/A,N/A,
Tecno,27999,35995.0,22.21,4.8,10.0,Phones,Tecno Camon 30,N/A,N/A,"6.78""",N/A,"Display, 256GB Storage + 16GB Extended RAM 4G (Dual SIM)+POWER BANK+EAR PODS+WATCH."
TC,5869,7999.0,26.63,4.8,10.0,Phones,TC Portable 3-Column Plastic Wardrobes,N/A,N/A,N/A,N/A,
Tecno,12740,19999.0,36.3,3.3,6.0,Phones,Tecno Spark 30c,128GB ROM,N/A,N/A,N/A,"6.67'' HD+,  + (4+4)GB RAM (Dual Sim) 50MP, 5000 mAh - Orbit Black + Smart watch+pods"
Samsung,16960,35000.0,51.54,5.0,1.0,Phones,"Samsung Galaxy A16"" 164.4 X 77.9 X 7.9 Mm (6.47 X 3.07 X 0.31 In)""4GB RAM+128GB ROM",4GB RAM+128GB ROM,5000mAh,"16""",N/A,Battery:  WWW
Bontel,2840,5000.0,43.2,5.0,2.0,Phones,Bontel T1000//Wireless Desktop Telephone//SMS Feature Phone (Dual Sim)White,N/A,N/A,N/A,N/A,
Vivo,4799,10999.0,56.37,1.0,1.0,Phones,Vivo Y66 Smartphone (32GB,N/A,N/A,"5.5""",N/A,"3GB),  Dual SIM Cell Phone 16MP+13MP Camera 3000 MAh Mobile Phones MT6750 Octa Core Android Phone"
Tecno,12395,19999.0,38.02,2.5,2.0,Phones,Tecno POP 9,6GB RAM,N/A,"6.67""",N/A,"128GB Storage+ (3GB+3GB Extended RAM),4.5G (Dual SIM) 5000MAh +pw GIFTS"
Tecno,14499,19999.0,27.5,3.2,5.0,Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To  (Dual Sim) 50MP, 5000 MAh +POWERBANK+WATCH"
XIAOMI,29990,40000.0,25.02,3.6,9.0,Phones,XIAOMI Redmi Note 13 Pro 4G,8GB RAM,5000mAh,"6.67""",Black,"256GB + , 200MP Camera, (Dual SIM), Midnight"
Infinix,13599,22999.0,40.87,4.4,5.0,Phones,"Infinix Hot 50i 4G""6.7-inch",128GB ROM,5000mAh,N/A,N/A,"12 GB(6+6)RAM+' Battery: , 18W Wired UIF12SD  free gifts ( smart watch +airpods + powerbank )"
Tecno,20798,34999.0,40.58,5.0,2.0,Phones,Tecno  SPARK 20 Pro,8GB RAM,5000mAh,"6.78""",N/A,"display, 256GB +  (Expandable UPTO 16GB), Dual SIM, - Sunset Blush + Watch & F9 Earbuds"
Samsung,10100,20999.0,51.9,4.7,3.0,Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7''  (Dual Sim) 50MP Camera,  COMES WITH FREE GIFTS ( HEADER + SILICONE COVER   ) FOR YOU"
Samsung,2799,4999.0,44.01,3.6,35.0,Phones,Samsung Keystone2 GT-E1207Y,N/A,800mAh,N/A,Black,"Dual Sim,-"
XIAOMI,32000,50000.0,36.0,4.8,4.0,Phones,XIAOMI REDMI NOTE 13 PRO,"8GB RAM, 256GB ROM",N/A,N/A,N/A,"6.67 -INCHES,120HZ,8GB RAM/256GB ROM,200MP CAMERA,DUAL SIM,5100MAH"
Large-capacity,1135,2100.0,45.95,4.3,7.0,Phones,Large-capacity 5-layer Bookcase,N/A,N/A,N/A,N/A,"Storage Rack, Shoe Cabinet"
SQ,2999,5000.0,40.02,4.5,24.0,Phones,SQ Mobile SQ8700,N/A,10000mAh,"2.4""",Blue,Quad SIM (4 SIM Card Slots) -  - Black & Navy
Samsung,20190,30000.0,32.7,0.0,0.0,Phones,Samsung Galaxy M15 5G,6GB RAM,6000mAh,"6.5""",N/A,"128GB +  (Dual SIM), Blue Topaz"
Realme,10899,19999.0,45.5,4.0,14.0,Phones,"Realme Note 50 6.74"" 128GB ROM +Expandable Up to 8GB RAM","128GB ROM, 8GB RAM",5000mAh,"6.74""",Blue,(Dual sim) -
Tecno,1800,3500.0,48.57,4.6,5.0,Phones,Tecno BEST SMALL PHONE // BUTTON PHONE // T301 2/Dual Sim,N/A,N/A,N/A,N/A,Button/KABAMBE/KATULULU/MULIKA MWIZI + FREE WATCH AND BELT
Samsung,14495,24999.0,42.02,5.0,1.0,Phones,Samsung  Galaxy A05s,"128GB ROM, 4GB RAM",5000mAh,"6.7""",N/A,"DISPLAY,4G, 128GB ROM + 4GB RAM-(Dual SIM), Black + FREE GIFTS"
XIAOMI,11988,25000.0,52.05,3.7,3.0,Phones,"XIAOMI Redmi 14C 128GB Storage Upto 8(4+4)GB Ram 50MP AI Dual Camera Immersive 6.88"" UHD Display Upto 120Hz Refresh Rate Dual Sim 5160mAh (typ) Battery Elegant glass back cover Smart Phone",N/A,5160mAh,"6.88""",N/A,
Itel,12199,15277.0,20.15,4.0,1.0,Phones,Itel A80,4GB RAM,5000mAh,"6.7""",Black,"+ 128GB,   (1YR WRTY)"
Samsung,9999,12800.0,21.88,4.1,7.0,Phones,Samsung GALAXY A05,"4GB RAM, 64GB ROM",N/A,N/A,N/A,"6.7 PLS LCD DISPLAY ,4GB RAM/64GB ROM,ANDROID 13,5000MAH,4G,DUAL,50MP"
XIAOMI,11580,18765.0,38.29,3.7,12.0,Phones,XIAOMI Redmi A3X,4GB RAM,N/A,N/A,N/A,"6.71'' Display 128GB Storage-  - Dual Sim,5000mah Batery+FREE EARPODS+WATCH..GRN"
Samsung,16799,40999.0,59.03,5.0,4.0,Phones,Samsung  Galaxy A16,128GB ROM,N/A,"6.7""",N/A,"4GB+   HD, Android 14,50MP-Camera, Battery-5000mah - White+Free Gifts"
XIAOMI,14399,29999.0,52.0,5.0,2.0,Phones,XIAOMI  Redmi 14C,8GB RAM,5160mAh,"6.88""",Black,(+256GB Storage) (Dual Sim)  -
Vivo,3369,7999.0,57.88,0.0,0.0,Phones,Vivo Refurbished Y55 2GB RAM + 16GB ROM,2GB RAM + 16GB ROM,2650mAh,"5.2""",Black,"8MP Camera,  (Dual SIM) Android Phones -"
Vivo,33999,45999.0,26.09,5.0,1.0,Phones,Vivo V40 Lite-  6.67,N/A,N/A,N/A,N/A,-  8GB + 256 GB ROM -(Dual SIM) -5000 MAh- Emerald Green- (2YRs WRTY) + FREE BAG
Samsung,11690,19999.0,41.55,3.0,2.0,Phones,Samsung A06,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7'' Display,50MP Camera, +SMARTWATCH+TRIPODSTAND"
Samsung,16999,35999.0,52.78,4.3,6.0,Phones,Samsung GALAXY A16,4GB RAM + 128GB ROM,5000mAh,N/A,N/A,"6.7'' HD+, DUAL SIM, 50MP,   COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU"
Tecno,12299,20599.0,40.29,5.0,1.0,Phones,"Tecno POP 8 6.6"" - 4GB RAM + 128GB ROM - Android 13 - Dual sim - 5000mAh - Dual Speaker - Gravity Black",4GB RAM + 128GB ROM,5000mAh,"6.6""",N/A,
Samsung,70000,75000.0,6.67,0.0,0.0,Phones,Samsung Z Fold 3 5G,N/A,N/A,N/A,N/A,
Tecno,12950,20000.0,35.25,4.3,3.0,Phones,Tecno POP 9,6GB RAM,N/A,N/A,N/A,"128GB STORAGE & UPTO ,HEADPHONES 7 SMART WATCH,SPLY'"
Bontel,2800,5000.0,44.0,4.4,8.0,Phones,Bontel Wireless Desktop Phone,N/A,N/A,N/A,N/A,"Sms,Feature- Black,home And Office. Dual sim card slot . Features include High capacity phone book, SMS functionality, Call history, Caller ID,Loud speaker"
VILLAON,969,1213.0,20.12,3.7,3.0,Phones,VILLAON V112 (Dual SIM),N/A,N/A,N/A,Black,"Wireless FM, Bright Torch -   (1YR WRTY)"
Bontel,2500,2900.0,13.79,3.9,18.0,Phones,"Bontel Honey 1.54""// Flip Phone//free Gift",N/A,N/A,"1.54""",N/A,
XIAOMI,15499,20999.0,26.19,4.7,3.0,Phones,XIAOMI Redmi 14C,8GB RAM,5160mAh,"6.88""",N/A,(256GB Storage+) (Dual Sim)  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU
Corn,6450,7300.0,11.64,0.0,0.0,Phones,Corn C16 Pro Max 3G,5GB RAM,5000mAh,"6.6""",Gold,64GB +  (Dual SIM)
Magnetic,700,1200.0,41.67,5.0,2.0,Phones,Magnetic Car Phone Holder,N/A,N/A,N/A,N/A,
Samsung,19400,23000.0,15.65,4.1,15.0,Phones,Samsung GALAXY A15,"4GB RAM, 128GB ROM",N/A,"6.5""",N/A,"4GB RAM/128GB ROM,DUAL SIM,4G"
Itel,1629,2039.0,20.11,4.3,3.0,Phones,"Itel 2311 - 2.0"" (Dual SIM)",N/A,1000mAh,"2.0""",Black,"Wireless FM, Bright Torch,  -  (1YR WRTY)"
HOMMY,2599,4000.0,35.02,3.9,50.0,Phones,HOMMY Portable Wardrobe 3 Column - Grey,N/A,N/A,N/A,N/A,
Samsung,36300,70000.0,48.14,0.0,0.0,Phones,Samsung GALAXY A35 5G,"8GB RAM, 256GB ROM",N/A,"6""",N/A,"SUPER AMOLED 6.. INCHES DISPLAY,8GB RAM/256GB ROM,50MP,5000MAH,ANDROID 14"
Vonex,1549,2500.0,38.04,4.1,11.0,Phones,Vonex X10 Camera,N/A,N/A,N/A,N/A,"FM Radio, Dual Sim, Battery 2500mAH With Torch & Facebook"
Samsung,46500,80000.0,41.88,5.0,6.0,Phones,Samsung GALAXY A55 5G,"8GB RAM, 256GB ROM",N/A,"6.6""",N/A,"INCHES,SUPER AMOLED DISPLAY,(8GB RAM/256GB ROM)5000MAH,50MP,ANDROID 14,120HZ,25W CHARGER"
Itel,20950,25000.0,16.2,0.0,0.0,Phones,Itel S25 ULTRA,"16GB RAM, 256GB ROM",N/A,N/A,N/A,"AMOLED CURVED SCREEN,UPTO 16GB RAM & 256GB ROM,DUAL SIM,5000MAH,50MP,120HZ,SPLY"""
Samsung,700,1000.0,30.0,5.0,4.0,Phones,Samsung  Fast Charger 25W USB C type c to c Wall Charger Super Fast Type C Adapter Android Phone Charger for Galaxy A15 5G A14 A13 A53 A54 A55 A03s A04s A05s A12 A52 S24 S23 S22 S21 S20 S10 Z Flip 5 Z Fold 5,N/A,N/A,N/A,N/A,
Itel,8990,8999.0,0.1,4.5,10.0,Phones,Itel A50,2GB RAM,5000mAh,N/A,Black,"6.6'', 64GB +  (Dual SIM), 4G"
Tecno,23899,29999.0,20.33,1.0,1.0,Phones,Tecno  Camon 30s,128GB ROM,5000mAh,"6.78""",N/A,"Display,  + Up to 12GB (6GB + 6GB) RAM 4G (Dual SIM) 50MP OIS Main Camera,  - Violet"
SIMI,3887,3887.0,0.0,5.0,1.0,Phones,SIMI G420 4G Feature Phone Inclusive Of TikTok YouTube,N/A,2500mAh,N/A,Black,"Facebook, FM Radio, Dual SIM Card Holder + T-card BT  16MB+16MB Memory -"
Samsung,12899,20000.0,35.5,0.0,0.0,Phones,Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM RCV,4GB RAM +128GB ROM,N/A,N/A,N/A,
Itel,7780,10000.0,22.2,4.0,7.0,Phones,"Itel A06 6.6"" HD+","32GB ROM, 4GB RAM",4000mAh,"6.6""",N/A,"32GB ROM + Up To 4GB RAM, 4G BG"
SIMI,1699,1699.0,0.0,3.6,24.0,Phones,SIMI S102 1.77inch Feature Phone Dual SIM Card 1050mAh,N/A,1050mAh,N/A,N/A,
Samsung,18980,30000.0,36.73,4.4,5.0,Phones,Samsung Galaxy A16,128GB ROM,N/A,"6.7""",N/A,"6GB+  HD, Android 14,50MP-Camera, Battery-5000mah I12"
Infinix,25399,30000.0,15.34,4.5,2.0,Phones,"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5",16GB RAM+256GB ROM,N/A,N/A,N/A,"000 mAh"" Dual SIM, SPP2"
Tecno,13599,25999.0,47.69,3.6,7.0,Phones,"Tecno POP 8 6.6"" - 4GB RAM + 128GB ROM - Android 13 - Dual sim - 5000mAh - White + Smart watch & Power Bank",4GB RAM + 128GB ROM,5000mAh,"6.6""",N/A,
XIAOMI,12089,13500.0,10.45,4.5,2.0,Phones,XIAOMI Redmi 14C,4GB RAM,5160mAh,"6.88""",Black,(128GB Storage+) (Dual Sim)  - MIDNIGHT BLACK
XIAOMI,13550,29999.0,54.83,2.5,2.0,Phones,XIAOMI  Redmi 14C,6GB RAM,5160mAh,"6.88""",N/A,(+128GB Storage) (Dual Sim)  - Starry Blue smwe
VILLAON,5400,7000.0,22.86,3.0,1.0,Phones,VILLAON V20SE,N/A,N/A,"5.0""",N/A,"SCREEN SIZE,(32+4*)3000MAH,TYPE C,DISK,WATCH & BLUETOOTH,SPLY"""
Samsung,14980,32000.0,53.19,4.2,19.0,Phones,Samsung GALAXY TAB A9,"4GB RAM, 64GB ROM",N/A,"8.7""",N/A,"TFT LCD DISPLAY,4GB RAM/64GB ROM,NANO SIM,5100MAH"
Samsung,9799,19999.0,51.0,4.6,10.0,Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.6''   (Dual Sim) 50MP Camera,  - Silver + Free Gifts"
SQ,2720,3000.0,9.33,4.0,53.0,Phones,SQ SQ7700,N/A,10000mAh,"2.4""",Black,"//QUAD SIM (4) / /c.e"" -"
Realme,13999,28999.0,51.73,5.0,2.0,Phones,Realme C61 Dark Green 6GB RAM 128GB ROM,"6GB RAM, 128GB ROM",N/A,N/A,N/A,
Samsung,22999,40000.0,42.5,4.3,12.0,Phones,Samsung GALAXY A15,8GB RAM + 256GB ROM,5000mAh,N/A,Blue,"6.5'' HD+, DUAL SIM, 50MP,  -"
Samsung,11999,15000.0,20.01,3.3,3.0,Phones,Samsung Galaxy AO5,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7''  (Dual Sim) 50MP Camera,    15W Charging 4G LTE Qualcom Snapdragon"
