Name,Brand,Price,Old Price,Discount,Rating,Review Count,Type of Product
"XIAOMI Redmi Note 14 Pro+ 5G, 6.67"", 256GB + 8GB RAM (Dual SIM), 5110mAh, Midnight Black (1YR WRTY)",XIAOMI,"KSh 46,899","KSh 60,420",,,5 out of 5(2),Phones
Apple  iPhone 16 Pro Max 256 GB - Black Titanium,Apple,"KSh 178,000","KSh 300,000",,,5 out of 5(3),Phones
"Oppo A3x 6.67-inch' 128GBROM 4GB RAM""Battery: 5100mAh""Dual SIM..LII",Oppo,"KSh 15,590","KSh 25,000",,,5 out of 5(3),Phones
"Infinix Hot 50 Pro+, 6.78"", 256GB + 8GB RAM (Dual Sim), 5000mAh, Sleek Black",Infinix,"KSh 24,199","KSh 29,843",,,5 out of 5(2),Phones
"Realme Note 50 6.74"" 256GB ROM+ 4GB BATTERY 5000mAh (Dual Sim) +SW BDS  PB",Realme,"KSh 13,699","KSh 20,000",,,3.9 out of 5(17),Phones
"AGM NOTE N1, Android 13, 128GB + 16GB RAM(8GB Extended), 50MP AI Camera, 4900mAh - Blue",AGM,"KSh 11,500","KSh 19,560",,,5 out of 5(1),Phones
Vivo Y19 8+128GB ROM Dual SIM 6.53-inch Screen HD Camera 16MP Face Unlock + Fingerprint Smartphone,Vivo,"KSh 8,899","KSh 15,000",,,3.2 out of 5(25),Phones
Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM Black+FREE PHONE --Lii,Samsung,"KSh 12,899","KSh 19,999",,,4.6 out of 5(5),Phones
HOMMY 3 Column Portable Wardrobe-Brown.,HOMMY,"KSh 2,599","KSh 4,596",,,3.8 out of 5(87),Phones
Nokia 150 Display : 2.4inch QVGA Size : 132 x 50.5 x 15mm Battery :1020mAh,Nokia,"KSh 2,000","KSh 3,000",,,3.9 out of 5(21),Phones
"Itel P65 128GB + 4GB (Extended UPTO 8GB) RAM, 6.7"", 500mAh, Cyber Black",Itel,"KSh 11,720","KSh 15,000",,,4.5 out of 5(6),Phones
"Itel A70 Awesome,6.6 Big Screen Dynamic Bar,13MP,5000MAH,Type-c,upto 8GB RAM & 128GB ROM",Itel,"KSh 9,450","KSh 12,000",,,4.3 out of 5(55),Phones
Ifinex T400 3 SIM CARD NEW DESIGN KAMBABE PHONE,Ifinex,KSh 970,"KSh 1,599",,,,Phones
"Itel S25, 6.78"" 6GB RAM + 128GB (Dual SIM), 500mAh, Mambo Mint  (1YR WRTY)",Itel,"KSh 13,499","KSh 16,774",,,5 out of 5(3),Phones
"XIAOMI Redmi 13C, 6.47'',  256GB + 8GB RAM (Dual SIM), 5000mAh, Midnight Black",XIAOMI,"KSh 17,890","KSh 30,000",,,4.7 out of 5(3),Phones
"XIAOMI  Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh - Black + Smart watch + Earpods",XIAOMI,"KSh 14,999","KSh 22,999",,,3.9 out of 5(15),Phones
"Samsung  Galaxy A16, 6GB+128GB ROM  6.7"" HD, Android 14,50MP-Camera, Battery-5000mah - White",Samsung,"KSh 18,559","KSh 30,999",,,4 out of 5(1),Phones
"Samsung Galaxy A25 5G, 6.5'' 6GB RAM + 128GB ROM, 50MP, Dual Sim - Black",Samsung,"KSh 24,289","KSh 49,999",,,4.1 out of 5(14),Phones
"Tecno POP 8 6.6"" - 4GB RAM + 128GB ROM - Android 13 (Dual sim) 5000mAh - Dual Speaker - White - Ms",Tecno,"KSh 12,299","KSh 22,999",,,5 out of 5(5),Phones
"redbeat E3 Smartphone 6.6‘’ Dual SIM,12GB /256GB,Android14,Side Fingerprint,BLUE",redbeat,"KSh 12,370","KSh 16,109",,,3.3 out of 5(4),Phones
"Samsung  Galaxy A05S, 6.7"", 90HZ, 4GB RAM + 128GB ROM, 50MP, 5000mAh - Violet",Samsung,"KSh 13,700","KSh 22,999",,,3.8 out of 5(12),Phones
"Samsung Galaxy A16, 6GB+128GB ROM 6.7"" HD, Android 14,50MP-Camera, Battery-5000mah (Dual Sim)+SW WW2",Samsung,"KSh 19,299","KSh 30,000",,,,Phones
"Vonex X10+ 2.4"", Camera, FM Radio, Triple Sim - (2500mAH) Featured Phone",Vonex,"KSh 3,100",,,,1 out of 5(1),Phones
Large Capacity 3 Column Portable Wardrobe--Red,Large,"KSh 2,460","KSh 3,554",,,4.1 out of 5(14),Phones
"Samsung  Galaxy A16, 4GB+128GB ROM  6.7"" HD, Android 14,50MP-Camera, Battery-5000mah - Black+Smartwatch+Earpods",Samsung,"KSh 16,999","KSh 29,999",,,4.3 out of 5(4),Phones
"Itel A70, UPTO 8GB RAM +128GB STORAGE,5000MAH,+POWERBANK+WATCH",Itel,"KSh 9,970","KSh 17,999",,,3.2 out of 5(10),Phones
"XIAOMI REDMI NOTE 14,6.67"" INCHES AMOLED DISPLAY,6GB RAM +128GB ROM,108MP,DUAL SIM,BLUE",XIAOMI,"KSh 21,750","KSh 30,000",,,2 out of 5(1),Phones
"Infinix Hot 50i 4G""6.7-inch,12 GB(6+6)RAM+128GB ROM' Battery: 5000mAh, 18W Wired UIF12SD  free gift ( smart watch +airpods + powerbank )",Infinix,"KSh 13,690","KSh 22,999",,,3.7 out of 5(3),Phones
"Samsung SM-B310E, 2.0inch, 800mAh, Dual Sim-Black",Samsung,"KSh 1,499","KSh 2,899",,,5 out of 5(1),Phones
"Samsung Galaxy A25 5G, 6.5"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh - Black + FREEBIES",Samsung,"KSh 29,099","KSh 55,999",,,3.8 out of 5(8),Phones
"Tecno T402( Triple SIM Cards),1.77"" Display,mem Card Slot Up To 32GB,FM Radio //BLACK",Tecno,"KSh 2,390","KSh 2,900",,,4.1 out of 5(38),Phones
"Vonex X10+24"" -Button, Kabambe Phone + FREE BONUS 4-Way Power Extension Cable Socket",Vonex,"KSh 1,699","KSh 3,000",,,5 out of 5(2),Phones
"Tecno POP 9, 6.67"", 128GB Storage+ 6GB RAM(3GB+3GB Extended RAM), 13MP, 4.5G,5000MAh-EARBUDS+WATCH",Tecno,"KSh 12,399","KSh 19,999",,,5 out of 5(5),Phones
"XIAOMI Redmi 14C 128GB Storage Upto 8(4+4)GB Ram 50MP AI Dual Camera Immersive 6.88"" UHD Display Upto 120Hz Refresh Rate Dual Sim 5160mAh (typ) Battery Elegant glass back cover Smart Phone",XIAOMI,"KSh 11,980","KSh 19,500",,,4.7 out of 5(7),Phones
"Huawei Y9 2019 Refurbished Smartphone 6.5"" HiSilicon Kirin 710 -6GB+128GB -Blue",Huawei,"KSh 9,399","KSh 16,999",,,3.4 out of 5(32),Phones
"Sandisk Cruzer Blade 8GB, 16GB, 32GB, 64GB, 128GB USB 2.0 Flash DriveSanDisk 100% Original CZ50 USB Flash Cruzer Blade USB 128GB Flash Drive Usb2.0 USB Flash Disk Pendrive Memory Stick Memory, (1YR WRTY)",Sandisk,"KSh 599 - KSh 1,799",,,,4.5 out of 5(8),Phones
"Tecno POP 9, 6.67"", 128GB Storage+ 6GB RAM(3GB+3GB Extended RAM), 13MP, 4.5G (Dual SIM) 5000MAh - Black..Lii",Tecno,"KSh 11,995","KSh 19,999",,,5 out of 5(4),Phones
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  SPP CVS,Infinix,"KSh 12,799","KSh 25,000",,,4.7 out of 5(12),Phones
"Oppo A38, 6.56"" Display, 6GB RAM + 128GB ROM, 50MP, 4G LTE, 5000mAh -Glowing Black",Oppo,"KSh 20,999","KSh 39,999",,,3.8 out of 5(4),Phones
"Samsung GALAXY A06,PLS LCD DISPLAY 6.7"",4GB RAM & 128GB ROM,5000MAH,50MP,DUAL SIM,25W,ANDROID 14,SUPERFLY""",Samsung,"KSh 12,480","KSh 20,000",,,5 out of 5(5),Phones
"Oking  OK310 1.77"" Screen button phone Wireless FM, 1000mAh, Triple sim cards",Oking,KSh 989,"KSh 1,499",,,3.4 out of 5(5),Phones
"Samsung GALAXY A05,DISPLAY SIZE,6.7"" INCHES,64GB ROM & 4GB RAM,5000MAH,4G,",Samsung,"KSh 9,599","KSh 15,000",,,3.8 out of 5(13),Phones
"Realme C53, 6.74"", 256GB ROM + 8GB RAM (Dual SIM), 5000mAh - Black",Realme,"KSh 14,899","KSh 29,999",,,4.6 out of 5(7),Phones
"Nokia 2720 Flip Mobile, Mobile Phone, Dual Screen, Dual Sim Card - Gray",Nokia,"KSh 3,999","KSh 5,000",,,5 out of 5(1),Phones
"Oppo  A3x 6.67 inches, 64GB ROM + 4GB RAM, Battery: 5100mAh (Dual SIM) 50MP -SW PB I12",Oppo,"KSh 13,990","KSh 20,000",,,3.4 out of 5(8),Phones
"Infinix  Smart 8, 6.6"" HD Display, 4GB RAM Expandable Up to 6GB + 64GB ROM, Android 13 (Dual sim) 5000mAh - Green",Infinix,"KSh 10,899","KSh 19,999",,,4.6 out of 5(18),Phones
"Samsung GALAXY A05s,SCREEN DISPLAY 6.7""(128GB ROM+4GB RAM)POWERBANK,WATCH & BUDS",Samsung,"KSh 14,490","KSh 30,000",,,4.7 out of 5(3),Phones
"Tecno POP 9, 6.67"", 128GB Storage+ 6GB RAM(3GB+3GB Extended RAM)(Dual SIM) 5000MAh+PHONE",Tecno,"KSh 12,650","KSh 19,999",,,4.8 out of 5(5),Phones
Universal Motorcycle Bike Mobile Phone Holder,Universal,KSh 664,"KSh 1,100",,,3.6 out of 5(16),Phones
Apple iPhone 12 Pro Max 256GB HDD- 6 GB RAM- Pacific Blue,Apple,"KSh 81,500","KSh 89,000",,,4.5 out of 5(2),Phones
"Vivo V29e 5G - 6.78'', 8GB RAM + 256GB ROM - (Dual SIM) - 4800mAh -    Rose Gold (2YRs WRTY)",Vivo,"KSh 26,499","KSh 59,999",,,5 out of 5(2),Phones
Car Mobile Phone Holder 360° Rotating Rear View Mirror Clip,Car,KSh 449,KSh 799,,,3.7 out of 5(30),Phones
"Tecno Spark 30c, 6.67'' HD+, UP To 8GB RAM + 128GB ROM (Dual Sim) 50MP 5000 MAh AAA",Tecno,"KSh 12,499","KSh 20,000",,,,Phones
Fridge / Washing Machine Stand Portable,Fridge,"KSh 1,895","KSh 2,500",,,4.4 out of 5(53),Phones
"XIAOMI Redmi 14C, 6.88"" (256GB Storage+8GB RAM) (Dual Sim) 5160mAh COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU",XIAOMI,"KSh 15,599","KSh 20,999",,,2.5 out of 5(2),Phones
"Tecno POVA 6 NEO,IPS LCD ,6.78"" FHD+H DISPLAY,(UPTO 16GB RAM +256GB ROM)7000MAH,120HZ,50MP,SPLY""",Tecno,"KSh 20,950","KSh 30,000",,,4.4 out of 5(5),Phones
"Tecno CAMON 40 PRO-  6.67"" Curved Screen (256GB/8GB) DualSIM, 5200mAh Battery.",Tecno,"KSh 32,145","KSh 39,999",,,,Phones
"Samsung Galaxy M35 5G, 6.6"", 128GB + 6GB RAM (Dual SIM), 6000mAh, Thunder Grey",Samsung,"KSh 23,595","KSh 30,000",,,4.8 out of 5(5),Phones
"Tecno POP 8 Display 6.6"" Upto 4GB RAM+ 64 ROM ,Android 13,Dual Sim ,5000mAh +scw FREE GIFTS",Tecno,"KSh 10,499","KSh 19,999",,,3 out of 5(3),Phones
"Itel S25 6.78""AMOLED Display, 128GB Storage+ Up To 12GB RAM, 5000mAh, 50 MP Camera-+EAR PODS+WATCH.",Itel,"KSh 13,790","KSh 19,999",,,3 out of 5(3),Phones
Nokia Hmd Latest Model  Phone Original  Kabambe/Katululu,Nokia,"KSh 2,000","KSh 2,500",,,4.1 out of 5(18),Phones
"XIAOMI Redmi Note 14, 6.67"", 256GB + 8GB RAM, (Dual SIM), 5110mAh+Freebies",XIAOMI,"KSh 25,760","KSh 59,999",,,3.5 out of 5(2),Phones
"XIAOMI REDMI A3X,6.71 IPS LCD DISPLAY,(128GB ROM+4GB RAM)5000MAH,8MP,DUAL SIM,ANDROID 14,& FREEBIES",XIAOMI,"KSh 11,650","KSh 17,000",,,2.5 out of 5(2),Phones
Bontel T1000//Wireless Desktop Telephone//SMS Feature Phone (Dual Sim)BLACK,Bontel,"KSh 2,835","KSh 3,500",,,4.1 out of 5(52),Phones
"Samsung Galaxy A06 6.7"" Display, 128GB ROM + 4GB RAM (Dual Sim)50MP Camera,4G Nertwork, 5000mAh -black + Free gifts",Samsung,"KSh 13,098","KSh 23,999",,,4.3 out of 5(12),Phones
"Blackview A52 Pro, 6.5"", 6GB RAM + 128GB (Dual SIM),13MP Camera, 5180mAh, 4G, Grey",Blackview,"KSh 10,800","KSh 17,999",,,3.2 out of 5(5),Phones
"Itel S25 ULTRA,3D-CURVED,SUPER BRIGHT AMOLED DISPLAY,8GB RAM UPTO 16GB RAM & 256GB ROM,5000MAH,50MP,SPLY""",Itel,"KSh 20,950","KSh 25,000",,,5 out of 5(1),Phones
"Infinix Hot 50 Pro+, 6.78"", 128GB + 8GB RAM (Dual Sim), 5000mAh, Titanium Grey",Infinix,"KSh 21,599","KSh 26,977",,,4 out of 5(2),Phones
"Samsung  Galaxy A05S, 6.7"", 4GB RAM + 128GB ROM, 50MP, 5000mAh - Silver + Smart Watch & Phone Holder",Samsung,"KSh 14,250","KSh 22,999",,,1 out of 5(1),Phones
"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5,000 mAh"" Dual SIM WW2",Infinix,"KSh 25,250","KSh 30,000",,,3.8 out of 5(9),Phones
Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM+FREE CP GIFTS,Samsung,"KSh 12,299","KSh 19,999",,,4.8 out of 5(4),Phones
"Share this product   Double Pole Foldable Expandable Tablet/Phone Holder - Non-Slip Base, Alloy Double Rod Support, Hollow Folding Design, Reserved Charging Hole",Share,KSh 699,,,,,Phones
"Oppo Refurbished F9 4G LTE Smartphones (128GB, 6GB), 6.3"" Octa-core Processor Mobile Phones, 16MP+25MP Main Camera, Dual SIM 3500 MAh Android Phones",Oppo,"KSh 9,899","KSh 12,999",,,,Phones
"Samsung GALAXY A16,  6.7'' HD+, 6GB RAM + 128GB ROM, DUAL SIM, 50MP, 5000mAh COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU",Samsung,"KSh 19,100","KSh 30,999",,,3.8 out of 5(4),Phones
TC Pink Portable Wardrobe 3 Column,TC,"KSh 2,399","KSh 5,000",,,3.5 out of 5(32),Phones
"Tecno  CAMON 40 - 6.67"" (256GB/8GB) DualSIM, 5200mAh Battery.",Tecno,"KSh 27,349","KSh 39,999",,,,Phones
"Bontel 3310,(1000 MAH)BATTERY,FM RADIO,,DUAL SIM",Bontel,KSh 990,"KSh 1,500",,,3.7 out of 5(20),Phones
"Tecno Camon 20 Pro 5G-6.67"", 256GB+8GB RAM (UPTO 16GB),Daul SIM-5000mAh-Serenity Blue",Tecno,"KSh 27,950","KSh 40,999",,,4.8 out of 5(6),Phones
"Samsung GALAXY A05s,PLS LCD,90HZ,DUAL SIM,5000MAH,ANDROID 13,50MP,CHARGER & WATCH",Samsung,"KSh 14,350","KSh 30,000",,,4 out of 5(5),Phones
"VILLAON V20 6.3"" 2GB RAM+32GB Storage 8MP Camera-3000mAh Dual sim-",VILLAON,"KSh 5,785","KSh 7,000",,,4 out of 5(13),Phones
Tecno CAMON 40 PRO_ 6.78'' 12OHz AMOLED_ 256GB ROM+8GB RAM ( +8GB Extended) (Daul Sim) 52000mAh 45W_Galaxy Black + Gift,Tecno,"KSh 32,999","KSh 34,999",,,,Phones
"Oppo A3x 6.67 inches,  128GB ROM + 4GB RAM, Battery: 5100mAh (Dual SIM) 50MP - Nebula Red",Oppo,"KSh 15,590","KSh 22,999",,,5 out of 5(4),Phones
"Tecno  SPARK 20 Pro, 6.78""DISPLAY, 256GB + 8GB RAM (Expandable UPTO 16GB), Dual SIM, 5000mAh, CYBER WHITE+FREE GIFTS",Tecno,"KSh 20,995","KSh 27,000",,,4.4 out of 5(10),Phones
"Realme NOTE 50  6.74 Display,4GB RAM +128GB ROM DUAL SIM 5000 MAH +SP SW WW",Realme,"KSh 11,899","KSh 19,000",,,4.4 out of 5(8),Phones
"Nokia C1 2nd Edition, 5.45"", 1GB +16GB - (DUAL SIM),Android 11, Blue",Nokia,"KSh 6,179","KSh 7,999",,,3.9 out of 5(215),Phones
2in1Multimode Fixed Way Universal Car Phone Holder,2in1Multimode,KSh 990,"KSh 1,490",,,4.2 out of 5(6),Phones
Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  BUDS PB,Infinix,"KSh 13,290","KSh 25,000",,,3.2 out of 5(11),Phones
Itel It  2160  -  Dual SIM - Dark  Blue  PLUS  EARPHONES,Itel,"KSh 1,380","KSh 1,700",,,4.5 out of 5(73),Phones
"Samsung  Galaxy A16, 8GB+256GB ROM  6.7"" HD, Android 14,50MP-Camera, Battery-5000mah",Samsung,"KSh 22,599","KSh 45,999",,,5 out of 5(2),Phones
Tecno CAMON 40 PRO  6.78 INCHES 8GB RAM +256GB ROM 5200 MAH BATTERY DUAL SIM COVER MAGNIFIER,Tecno,"KSh 33,299","KSh 60,000",,,,Phones
OPPO Refurbished A83 4GB + 32GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Blue）,OPPO,"KSh 6,984","KSh 12,800",,,2.5 out of 5(2),Phones
"Tecno BEST SMALL PHONE // BUTTON PHONE // T301 2/Dual Sim,Button/KABAMBE/KATULULU/MULIKA MWIZI",Tecno,"KSh 1,480","KSh 2,700",,,4.2 out of 5(6),Phones
"Samsung Galaxy F15 5G, 6.5"", 128GB + 6GB RAM (Dual SIM), 6000mAh, Jazzy Green",Samsung,"KSh 19,990","KSh 30,000",,,4 out of 5(4),Phones
Bontel 3720 Mini Fold Mobile Phone 2G GSM Dual SIM Card Speed Dial Video Player Magic Voice 3.5mm Jac,Bontel,"KSh 1,950","KSh 2,000",,,4.7 out of 5(3),Phones
"Infinix HOT 50 PRO PLUS,AMOLED CURVED SCREEN DISPLAY 6.78"" INCHES(8GB +8GB) RAM & 128 GB ROM,5000MAH,50MP",Infinix,"KSh 23,499","KSh 35,999",,,,Phones
"Samsung Galaxy A55 5G Smartphone, 6.6"", 128GB + 8GB RAM (Dual SIM), 5000mAh, Black",Samsung,"KSh 39,990","KSh 60,000",,,4.5 out of 5(6),Phones
"XIAOMI Redmi 14C, 6.88"" (4GB RAM+128GB Storage) (Dual Sim) 5160mAh - Sage Green HDJ",XIAOMI,"KSh 12,189","KSh 14,999",,,3.7 out of 5(6),Phones
"Tecno CAMON 40 PRO-  6.67"" Curved Screen (256GB/8GB) DualSIM, 5200mAh Battery.",Tecno,"KSh 32,145","KSh 39,999",,,,Phones
"XIAOMI Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh - Black IWIW",XIAOMI,"KSh 14,297","KSh 19,999",,,4 out of 5(6),Phones
360 Degree Rotation Car Rearview Mirror Mobile Phone Holder,360,KSh 712,"KSh 1,299",,,3.9 out of 5(22),Phones
Vivo Refurbished  Z3i 128GB ROM 6GB RAM 16MP+2MP dual AI rear cameras and A 24MP AI front camera.,Vivo,"KSh 8,399","KSh 15,000",,,2.5 out of 5(2),Phones
"Oking Ok2163, 1.77"", Wireless FM, Bright Torch, 1000mAh (Dual Sim)- Blue  (1YR WRTY)",Oking,KSh 945,"KSh 1,174",,,4 out of 5(9),Phones
"Samsung Galaxy A35 5G, 6.6"", 256GB + 8GB RAM (Dual SIM), 5000mAh, Awesome Ice Blue",Samsung,"KSh 35,590","KSh 50,000",,,4 out of 5(6),Phones
"XIAOMI  Redmi 14C, 6.88"" (8GB RAM+256GB Storage) (Dual Sim) 5160mAh - Sage Green",XIAOMI,"KSh 14,349","KSh 29,999",,,4 out of 5(7),Phones
"Oppo A3x 6.67 inches,  128GB ROM + 4GB RAM, Battery: 5100mAh (Dual SIM) 50MP - Ocean Blue",Oppo,"KSh 15,590","KSh 23,999",,,3.7 out of 5(3),Phones
"Oppo A3X,IPS LCD DISPLAY 6.67"" INCHES,128GB ROM & 4GB RAM, DUAL SIM CV XC",Oppo,"KSh 16,895","KSh 25,000",,,2 out of 5(1),Phones
"AGM NOTE N1, 6.52'' Display, 16(8+8)GB RAM + 128GB ROM (Dual Sim) 50MP, 4900mAh - Black",AGM,"KSh 11,500","KSh 19,560",,,4.5 out of 5(2),Phones
PORTABLE WARDROBE,PORTABLE,"KSh 2,200","KSh 3,000",,,3.3 out of 5(3),Phones
"Itel A18S 5.5"" Display, 2GBRAM(Upto 4GB) + 32GB ROM (Upto 4GB RAM),Fingerprint, Android 13 (Go edition)- Black",Itel,"KSh 6,598","KSh 11,999",,,,Phones
"3Column Portable Wardrobe-Maroon,High Quality",3Column,"KSh 2,700","KSh 4,000",,,5 out of 5(4),Phones
"XIAOMI Redmi Note 14, 6.67"", 128GB + 6GB RAM, (Dual SIM), 5110mAh+SMARTNETS.",XIAOMI,"KSh 20,990","KSh 45,000",,,5 out of 5(1),Phones
"Itel A18 5.0"" Screen Display Size,2400 MAh ,[32GB+1GB],(Dual Sim)superfly",Itel,"KSh 5,480","KSh 11,000",,,3.8 out of 5(18),Phones
Bontel T1000//Wireless Desktop Telephone//SMS Feature Phone (Dual Sim)White,Bontel,"KSh 2,840","KSh 5,000",,,5 out of 5(2),Phones
"Nokia 2720 Flip Mobile, Mobile Phone, Dual Screen, Dual Sim Card - Gray",Nokia,"KSh 3,999","KSh 5,000",,,,Phones
"Infinix Hot 50 Pro+, 6.78"", 128GB + 8GB RAM (Dual Sim), 5000mAh, Aurora Green",Infinix,"KSh 21,599","KSh 26,976",,,,Phones
"Infinix Smart 9, 6.7"", 128GB + 4GB RAM (Dual SIM), 5000mAh, Sandstone Gold (1YR WRTY)",Infinix,"KSh 11,099","KSh 14,075",,,5 out of 5(3),Phones
"Tecno Spark 30c, 6.67'' HD+, UP To 8GB RAM + 128GB ROM (Dual Sim) 50MP, 5000 MAh QAZ",Tecno,"KSh 12,199","KSh 20,000",,,3.2 out of 5(5),Phones
"HP Chromebook 11 G6 EE, Intel Celeron Dual N3350 , Storage 4GB RAM/16GB SSD, TYPE C, WIFI, Bluetooth, Camera , Chrome OS,  Black Refurb  (6 Months WRTY)",HP,"KSh 8,999","KSh 16,799",,,3.9 out of 5(52),Laptops
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED",Lenovo,"KSh 15,795","KSh 28,000",,,4 out of 5(45),Laptops
"Lenovo Refurbished ThinkPad Yoga 11e  X360 Intel -Touchscreen- 11.6""- 4GB RAM - SSD 128GB - Black",Lenovo,"KSh 10,999","KSh 22,500",,,4 out of 5(171),Laptops
"HP Refurbished EliteBook 8460p Core I5 - HDD 500GB - 4GB RAM WIFI CAM Silver - 14"" (6 Months WRTY)",HP,"KSh 12,899","KSh 22,000",,,3.7 out of 5(61),Laptops
"HP EliteBook 840 G6-8th Gen -Core I5, 16GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win  (6 Months WRTY)",HP,"KSh 29,999","KSh 36,000",,,3.7 out of 5(6),Laptops
"HP  Refurbished EliteBook 16GB RAM 256GB SSD Intel Core i5 14'' Windows 11 PRO Activated, Office & Basic software Installed, Free Bag + Free wireless mouse + Charger + Mouse Pad",HP,"KSh 20,800","KSh 35,000",,,3.3 out of 5(12),Laptops
Lenovo Refurbished Thinkpad Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black  (6 Months WRTY),Lenovo,"KSh 15,999","KSh 37,500",,,3.3 out of 5(88),Laptops
"Nec BRAND NEW VersaPro X360, 4 GB RAM, 64 GB SSD, 11"" Windows 11 - Black",Nec,"KSh 13,999","KSh 16,999",,,,Laptops
Lenovo Refurbished Thinkpad 11E  Celeron - 4 GB RAM - SSD 128GB 11.6'' - Black  (6 Months WRTY),Lenovo,"KSh 11,399","KSh 19,500",,,4.1 out of 5(50),Laptops
"Lenovo ThinkPad X250 Intel  Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED",Lenovo,"KSh 15,850","KSh 24,999",,,,Laptops
"Samsung Chromebook XE310 – Intel Celeron N4000 - 11.6"" HD Screen, Storage 4GB RAM  16GB SSD /  ,Bluetooth, Type C – Camera - Chrome OS - Refurb  (6 Months WRTY)",Samsung,"KSh 8,799","KSh 15,999",,,3.5 out of 5(6),Laptops
"HP  Refurbished Elitebook 840 G5 8th Generation Core I5, 16GB RAM, 512GBGB SSD -14"" inches screen display windows 10 pro installed and activated plus complete charger",HP,"KSh 30,400","KSh 36,000",,,4.3 out of 5(6),Laptops
"Samsung Chromebook XE310 – Intel Celeron N4000 - 11.6"" HD Screen, Storage 4GB RAM  16GB SSD, Bluetooth, Type C – Camera - Chrome OS - Refurb  (6 Months WRTY)",Samsung,"KSh 8,899","KSh 16,999",,,,Laptops
"HP EliteBook 840 G4 Intel Core I7 7Th Gen,16GB Ram,256GB SSD, Windows 10 Pro",HP,"KSh 32,999","KSh 56,000",,,4.1 out of 5(11),Laptops
"HP Stream 11 Pro Refurbished - 11.6"" Intel Celeron 4GB RAM 64GB SSD Ultra Slim Laptop",HP,"KSh 10,500","KSh 20,000",,,4.4 out of 5(16),Laptops
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED",Lenovo,"KSh 15,880","KSh 28,000",,,4.3 out of 5(4),Laptops
"Lenovo Thinkpad Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB",Lenovo,"KSh 11,800","KSh 20,000",,,3.5 out of 5(13),Laptops
"Lenovo Renewed ThinkPad Yoga 11e Touch Screen Intel Celeron 4GB 128GB SSD 11.6""",Lenovo,"KSh 11,090","KSh 22,000",,,4.1 out of 5(23),Laptops
"HP EliteBook 820 G1 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop Refurbished,  (6 Months WRTY)",HP,"KSh 17,490","KSh 36,798",,,3.7 out of 5(74),Laptops
HP REFURBISHED ELITEBOOK 840 G3 CORE I5 8GB 256GB SSD 14'' 6TH GEN,HP,"KSh 21,499","KSh 31,000",,,3.4 out of 5(16),Laptops
"HP EliteBook 820 G1 Intel Core I5 8GB RAM 500GB HDD Storage Slim Ultrabook Refurbished Laptop, Windows 11 PRO Activated, Office & Basic Software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad + Free Extension.",HP,"KSh 19,999","KSh 30,000",,,,Laptops
HP Chromebook 11 G7 - Intel Celeron - 4GB RAM - Type C - WiFi -Webcam - Bluetooth - Chrome OS - Refurb.,HP,"KSh 8,599","KSh 15,999",,,2.5 out of 5(4),Laptops
HP ProBook X360 11 G2-X360 -Pentium-4GB RAM-256GB SSD-Refurbished- HD Screen-Grey-12'',HP,"KSh 15,999","KSh 22,000",,,4 out of 5(2),Laptops
"HP 8GB RAM, 500GB Hard Disk  Elitebook Refurbished Laptop  14'' Inches Screen Display,  & Intel Core I5 Laptop, Bluetooth,Webcam, Windows 11 PRO Activated, Office & Basic Software Installed + Free Bag + Charger +Mouse Pad + Free Wireless Mouse+  Extension",HP,"KSh 17,999","KSh 25,000",,,,Laptops
HP EliteBook 820 G1 Intel Core I5 6th Gen 8GB RAM 500GB HDD 12.5 Inches,HP,"KSh 16,699","KSh 22,000",,,3.4 out of 5(10),Laptops
Lenovo Refurbished Thinkpad X250 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black  (6 Months WRTY),Lenovo,"KSh 14,499","KSh 37,500",,,3.8 out of 5(13),Laptops
