Brand,Price,Old Price,Discount,Rating,Review Count,Type of Product,Clean Name,Storage,Battery,Screen Size,Color,More Details
Oking,KSh 690,KSh 839,,,4.4 out of 5(132),Phones,"Oking OK310 1.7"" Wireless FM",N/A,1000mAh,"1.7""",Black,"Bright Torch, Tri SIM, 2G -   (1YR WRTY)"
VILLAON,KSh 675,KSh 852,,,3.9 out of 5(591),Phones,"VILLAON V101 1.77"" Kabambe",N/A,1000mAh,"1.77""",N/A,"Wireless FM, Camera, Bright Touch, Facebook,  (Dual Sim)  (1YR WRTY)"
XIAOMI,"KSh 12,399","KSh 25,000",,,3.8 out of 5(158),Phones,XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM+GIFTS WATCH,N/A,N/A,N/A,N/A,"I12 EAR BUDS,COVER,3D."
Infinix,"KSh 9,297","KSh 13,999",,,4 out of 5(58),Phones,"Infinix Smart 8 6.6"" HD",2GB RAM,5000mAh,"6.6""",N/A,"+ 64GB , Android 13 (Dual Sim) , White"
Samsung,"KSh 10,199","KSh 12,516",,,4.3 out of 5(116),Phones,Samsung A05,4GB RAM,5000mAh,"6.7""",Black,"+ 64GB,   (1YR WRTY)"
XIAOMI,"KSh 11,299","KSh 19,999",,,4.1 out of 5(176),Phones,XIAOMI Redmi 14C,4GB RAM,5160mAh,"6.88""",Black,(+128GB Storage) (Dual Sim)  - Midnight
Samsung,"KSh 9,399","KSh 14,999",,,4 out of 5(243),Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,Black,"6.7''  (Dual Sim) 50MP Camera,  -"
XIAOMI,"KSh 11,099","KSh 14,696",,,4.3 out of 5(232),Phones,XIAOMI Redmi 14C,4GB RAM,5160mAh,"6.88""",Black,(+128GB Storage) (Dual Sim)  - Midnight  (2YRs WRTY)
Poco,"KSh 12,999","KSh 16,819",,,4.3 out of 5(119),Phones,Poco C75,6GB RAM,5160mAh,"6.88""",Black,"128GB +  (Dual SIM),  (2YRs WRTY)"
XIAOMI,"KSh 10,499","KSh 12,000",,,4.2 out of 5(176),Phones,XIAOMI Redmi A3x,4GB RAM,5000mAh,"6.71""",Black,"128GB +  (Dual SIM),  (2YRS WRTY)"
XIAOMI,"KSh 14,297","KSh 19,999",,,4.2 out of 5(77),Phones,XIAOMI Redmi 14C,8GB RAM,5160mAh,"6.88""",Black,(256GB Storage+) (Dual Sim)  -Midnight
XIAOMI,"KSh 15,099","KSh 30,000",,,4.1 out of 5(52),Phones,XIAOMI Redmi 14C 6.88'' 8GB RAM + 256GB ROM Android 14 Dual SIM +  SW BD PB,8GB RAM + 256GB ROM,N/A,N/A,N/A,
XIAOMI,"KSh 15,899","KSh 17,000",,,4.5 out of 5(6),Phones,XIAOMI Redmi 13,8GB RAM,5030mAh,"6.79""",Black,"+ 256GB (Dual SIM) 4G,  -  (2YRS WRTY)"
Tecno,"KSh 18,521","KSh 22,999",,,4.5 out of 5(165),Phones,"Tecno Pova 6 Neo 6.78""FHD+",8GB RAM,7000mAh,"6.78""",Black,"256GB+, 50MP, -33W Super Charge- Speed  (1YR WRTY)"
XIAOMI,"KSh 11,799","KSh 15,000",,,4.2 out of 5(164),Phones,XIAOMI Redmi 14C,4GB RAM,5160mAh,"6.88""",Green,(+128GB Storage) (Dual Sim)  - Sage  (2YRS WRTY)
Infinix,"KSh 16,399","KSh 20,387",,,4.1 out of 5(16),Phones,Infinix Hot 40 Pro,N/A,N/A,"6.78""",Blue,"256GB + 8GB, 5000 mAh, 4G, Dual SIM - Palm"
Itel,"KSh 8,599","KSh 11,354",,,4.2 out of 5(37),Phones,Itel A70,3GB RAM,5000mAh,"6.6""",Black,"+ 128GB, 4G, (Dual SIM)  - Starlish black (1YR WRTY)"
Itel,"KSh 8,599","KSh 15,650",,,4.8 out of 5(19),Phones,Itel A70,3GB RAM,5000mAh,"6.6""",Blue,"+ 128GB, 4G, (Dual SIM)  - Azure blue"
Samsung,"KSh 23,499","KSh 35,999",,,4 out of 5(15),Phones,Samsung GALAXY A16,8GB RAM,5000mAh,N/A,N/A,"6.7'' HD+,  + 256 GB ROM, DUAL SIM, 50MP,   COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU"
Freeyond,"KSh 10,899","KSh 21,196",,,4.1 out of 5(317),Phones,Freeyond M5,N/A,5000mAh,"6.52""",Black,"8GB+128GB, 50MP,4G Smartphone  Dual SIM Android Phone"
Itel,"KSh 8,199","KSh 9,000",,,,Phones,Itel A50,2GB RAM,5000mAh,N/A,Black,"6.6'', 64GB +  (Dual SIM), 4G"
Samsung,"KSh 116,000","KSh 147,000",,,5 out of 5(3),Phones,Samsung Galaxy S24 Ultra - 256 GB,N/A,N/A,N/A,Black,Titanium
Samsung,"KSh 17,027","KSh 18,000",,,4 out of 5(1),Phones,Samsung Galaxy A16,4GB RAM,5000mAh,"6.7""",Black,128GB +  (Dual SIM)
Apple,"KSh 177,000","KSh 190,000",,,5 out of 5(5),Phones,Apple iPhone 16 Pro Max (256 GB) - Desert Titanium,N/A,N/A,N/A,N/A,
Itel,"KSh 9,899","KSh 11,200",,,,Phones,Itel A80,3GB RAM,5000mAh,"6.7""",Black,"+ 128GB (Dual SIM),  (1 YR WRTY)"
Infinix,"KSh 8,999","KSh 13,999",,,4.1 out of 5(227),Phones,"Infinix Smart 8 6.6"" HD",2GB RAM,5000mAh,"6.6""",Black,"+ 64GB , Android 13 (Dual sim)  - Timber"
XIAOMI,"KSh 8,849","KSh 10,999",,,4.2 out of 5(107),Phones,XIAOMI Redmi A3x,3GB RAM,5000mAh,"6.71""",Black,64GB +  (Dual SIM)
Samsung,"KSh 14,150","KSh 22,999",,,4.3 out of 5(79),Phones,Samsung  Galaxy A05S,4GB RAM + 128GB ROM,5000mAh,"6.7""",N/A,"90HZ, 50MP CAMERA,  - Black + Free Gifts"
HOMMY,"KSh 2,159","KSh 4,500",,,3.7 out of 5(1177),Phones,HOMMY 3 Column Portable Wardrobe - Brown Cover,N/A,N/A,N/A,N/A,
Vivo,"KSh 2,831","KSh 7,999",,,3.5 out of 5(41),Phones,Vivo Y55 4G LTE Refurbished Smartphone (16GB,2GB RAM,2730mAh,"5.2""",Gold,"), 8MP+5MP Camera, Dual SIM"
Samsung,"KSh 13,799","KSh 17,399",,,4.2 out of 5(70),Phones,Samsung Galaxy A05s,N/A,5000mAh,"6.7""",Black,"128GB + 4GB (Dual SIM),-"
HOMMY,"KSh 2,399","KSh 4,000",,,3.8 out of 5(692),Phones,HOMMY Portable Wardrobe 3 Column - Grey Cover,N/A,N/A,N/A,N/A,
Blackview,"KSh 6,499","KSh 12,999",,,4.4 out of 5(29),Phones,Blackview Wave 6C,2GB RAM,5100mAh,"6.5""",N/A,"+ 32GB (Dual SIM), 8MP Camera,  Battery - 4G, Black."
XIAOMI,"KSh 15,499","KSh 20,999",,,3.9 out of 5(24),Phones,XIAOMI Redmi 14C,8GB RAM,5160mAh,"6.88""",N/A,(256GB Storage+) (Dual Sim)  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU
Samsung,"KSh 12,650","KSh 19,999",,,4.3 out of 5(24),Phones,Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM+EARBUDS+WATCH-Bk,4GB RAM +128GB ROM,N/A,N/A,N/A,
Bontel,KSh 985,"KSh 1,500",,,4.2 out of 5(177),Phones,Bontel 3310,N/A,N/A,N/A,Black,"1.77'' 1000 MAh Battery, FM Radio"
Samsung,"KSh 9,899","KSh 19,999",,,4.3 out of 5(79),Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7''   (Dual Sim) 50MP,  - Black + Free Gifts"
Infinix,"KSh 12,099","KSh 15,769",,,4.3 out of 5(89),Phones,Infinix Hot 50i,6GB RAM,5000mAh,"6.7""",Black,"128GB + ,  (Dual SIM), Sleek   (1YR  WRTY)"
Samsung,"KSh 10,590","KSh 23,000",,,4.1 out of 5(65),Phones,Samsung GALAXY A05,"4GB RAM, 64GB ROM",N/A,N/A,N/A,"6.7 PLS LCD DISPLAY ,4GB RAM/64GB ROM,ANDROID 13,5000MAH,4G,DUAL,50MP+BEST GIFTS"
VILLAON,"KSh 4,950","KSh 9,000",,,3.4 out of 5(62),Phones,"VILLAON V20 SE 5.0"" 4GB RAM+32GB Storage 8MP Camera-3000mAh Dual Sim- Vert Menthe",4GB RAM,3000mAh,"5.0""",N/A,
Nokia,"KSh 1,639","KSh 3,799",,,5 out of 5(6),Phones,"Nokia New Original Nokia105 800 mAh 1.5"" Dual SIM Cards Unlocked Cheap Durable Old Phone Classic Feature",N/A,N/A,"1.5""",N/A,
XIAOMI,"KSh 12,340","KSh 19,999",,,4.2 out of 5(77),Phones,XIAOMI  Redmi 14C,4GB RAM,5160mAh,"6.88""",N/A,(+128GB Storage) (Dual Sim)  - Starry Blue + Free Gifts
XIAOMI,"KSh 15,150","KSh 30,000",,,4.3 out of 5(68),Phones,XIAOMI Redmi 14C 6.88'' 8GB RAM + 256GB ROM Android 14 Dual SIM +  WW VVT BN,8GB RAM + 256GB ROM,N/A,N/A,N/A,
Infinix,"KSh 8,999","KSh 13,999",,,4.3 out of 5(140),Phones,"Infinix Smart 8 6.6"" HD",2GB RAM,5000mAh,"6.6""",Gold,"+ 64GB , Android 13 (Dual sim)  - Shiny  (1YR WRTY)"
Tecno,"KSh 12,139","KSh 20,000",,,4.4 out of 5(26),Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP to  (Dual Sim) 50MP, 5000 mAh - Orbit White"
Itel,"KSh 11,699","KSh 14,839",,,4.6 out of 5(105),Phones,"Itel P55 6.6""",N/A,5000mAh,"6.6""",Blue,"128GB + 6GB, (Dual SIM), 5G,  - Galaxy  (1YR WRTY)"
XIAOMI,"KSh 21,999","KSh 35,000",,,4.5 out of 5(130),Phones,XIAOMI Redmi Note 13,8GB RAM,5000mAh,"6.67""",Black,"256GB + , 108MP, (Dual SIM)"
XIAOMI,"KSh 11,099","KSh 14,696",,,4.4 out of 5(188),Phones,XIAOMI Redmi 14C,4GB RAM,5160mAh,"6.88""",Blue,(+128GB Storage) (Dual Sim)  - Starry  (2YRS WRTY)
Nice,"KSh 1,979","KSh 4,599",,,3.6 out of 5(29),Phones,Nice One GY-28 - 3 Column Portable Fabric Cloth Wardrobe – 8 Shelves & Hanging Section - Gray Cover,N/A,N/A,N/A,N/A,
XIAOMI,"KSh 15,299","KSh 20,999",,,4.3 out of 5(7),Phones,XIAOMI Redmi 14C,8GB RAM,5160mAh,"6.88""",N/A,(256GB Storage+) (Dual Sim)   COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU
HOMMY,"KSh 2,399","KSh 4,000",,,3.6 out of 5(259),Phones,HOMMY Portable Wardrobe 3 Column - Pink Cover,N/A,N/A,N/A,N/A,
Nice,"KSh 1,619","KSh 3,999",,,3.9 out of 5(10),Phones,Nice One YG-105 - 2 Column Portable Fabric Cloth Wardrobe – 5 Shelves & Hanging Section - Gray,N/A,N/A,N/A,N/A,
Realme,"KSh 10,890","KSh 19,999",,,4.3 out of 5(42),Phones,"Realme Note 50 6.74"" 128GB ROM+ 4GB (Expandable to 8GB RAM) 5000mAh (Dual sim) - Midnight Black","128GB ROM, 8GB RAM",5000mAh,"6.74""",N/A,
Tecno,"KSh 23,999","KSh 24,999",,,4.8 out of 5(4),Phones,Tecno CAMON  40 6.78'' AMOLED 120Hz,"128GB ROM, 8GB RAM",5200mAh,N/A,N/A,"128GB ROM +8GB RAM,Dual Sim, 50MP, 45W , 4G Galaxy Black_Pre-Order"
Samsung,"KSh 12,209","KSh 20,000",,,3.5 out of 5(22),Phones,Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM  EDC,4GB RAM +128GB ROM,N/A,N/A,N/A,
Samsung,"KSh 17,999","KSh 35,999",,,4.6 out of 5(18),Phones,Samsung GALAXY A16,4GB RAM + 128GB ROM,5000mAh,N/A,N/A,"6.7'' HD+, DUAL SIM, 50MP,   COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU"
Infinix,"KSh 8,999","KSh 12,446",,,4.3 out of 5(12),Phones,Infinix Smart 9 HD,3GB RAM,5000mAh,"6.7""",Black,"64GB +  (Dual SIM), Metallic  (1YR WRTY)"
Itel,"KSh 2,899","KSh 3,548",,,4 out of 5(28),Phones,"Itel Flip 1 Folding Phone - 2.4"" - 1200mAh (Dual SIM)",N/A,1200mAh,"2.4""",Blue,"Wireless FM,  (1YR WRTY)"
Vivo,"KSh 3,299","KSh 18,999",,,1.5 out of 5(2),Phones,Vivo Refurbished Y55 4G LTE Android Phones (16GB,N/A,N/A,"5.2""",N/A,"2GB),  Octa-core, 8MP+5MP Camera Smartphones, Dual SIM, 2730 MAh Mobile Phones"
Itel,"KSh 1,480","KSh 2,000",,,3.9 out of 5(70),Phones,Itel 2160// Dual SIM//Black//quality Watch,N/A,N/A,N/A,N/A,
Tecno,"KSh 12,690","KSh 19,999",,,3.6 out of 5(8),Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To ,50MP, 5000 MAh -+FREE GIFTS."
Freeyond,"KSh 7,699","KSh 14,999",,,4 out of 5(473),Phones,Freeyond F9,N/A,5000mAh,"6.52""",Black,"2GB+64GB, 4G Smartphone,13.0MP , Dual SIM Android Phones"
Infinix,"KSh 12,999","KSh 25,000",,,4.3 out of 5(48),Phones,Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  SW I12,N/A,N/A,N/A,N/A,
Oppo,"KSh 5,199","KSh 10,000",,,3.7 out of 5(139),Phones,Oppo A83 4GB RAM+64GB Refurbished -4G LTE Dual SIM-5.7-inch- Face Unlock -Blue,4GB RAM,N/A,N/A,N/A,
Samsung,"KSh 19,499","KSh 29,999",,,4 out of 5(14),Phones,Samsung  Galaxy A16,128GB ROM,N/A,"6.7""",N/A,"6GB+   HD, Android 14,50MP-Camera, Battery-5000mah (Dual sim)+Smartwatch+Earbuds"
Oale,"KSh 7,640","KSh 9,000",,,,Phones,"Oale Note 13 Pro+ 4G - 6.6"" 7GB RAM","7GB RAM, 64GB ROM",5075mAh,"6.6""",Black,"64GB ROM, 13MP,  -"
Tecno,"KSh 12,139","KSh 19,999",,,4.2 out of 5(19),Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,Black,"6.67'' HD+, UP to  (Dual Sim) 50MP, 5000 mAh - Orbit"
XIAOMI,"KSh 15,099","KSh 30,000",,,4.2 out of 5(5),Phones,XIAOMI Redmi 14C 6.88'' 8GB RAM + 256GB ROM Android 14 Dual SIM +  WW BN,8GB RAM + 256GB ROM,N/A,N/A,N/A,
Samsung,"KSh 14,495","KSh 20,899",,,3.9 out of 5(33),Phones,Samsung Galaxy A05s,"128GB ROM, 4GB RAM",5000mAh,"6.7""",N/A,"DISPLAY,4G, 128GB ROM+ 4GB RAM -(Dual SIM), - SILVER+ FREE GIFTS"
XIAOMI,"KSh 11,599","KSh 23,999",,,3.8 out of 5(30),Phones,"XIAOMI Redmi A3x 6.71"" 4GB RAM + 128GB ROM",4GB RAM + 128GB ROM,5000mAh,"6.71""",N/A,Android 14 (Dual Sim)  - Black + Smart watch & Power bank
XIAOMI,"KSh 25,995","KSh 39,999",,,4.6 out of 5(58),Phones,XIAOMI Redmi Note 13,8GB RAM,5000mAh,"6.67""",N/A,"256GB + , 108MP, (Dual SIM), Black+ Smartwatch & F9 Earbuds"
XIAOMI,"KSh 11,199","KSh 14,280",,,4.2 out of 5(133),Phones,XIAOMI A3 Pro,4GB RAM,N/A,"6.88""",Black,"+ 128GB (Dual Sim), 5160mAH,Midnight  (2YRS WRTY)"
XIAOMI,"KSh 12,250","KSh 25,000",,,4.6 out of 5(13),Phones,XIAOMI Redmi 14C 6.88'' 4GB 128GB Android 14 Dual SIM + WW SP,N/A,N/A,N/A,N/A,
Samsung,"KSh 22,999","KSh 40,000",,,4.3 out of 5(50),Phones,Samsung GALAXY A15,8GB RAM + 256GB ROM,5000mAh,N/A,Black,"6.5'' HD+, DUAL SIM, 50MP,  -"
Oppo,"KSh 12,799","KSh 15,999",,,4.1 out of 5(21),Phones,Oppo A3X,4GB RAM,N/A,"6.67""",Blue,"64GB + , 4G LTE, 45W Flash Charge (Dual SIM) 5,100 MAh- Ocean"
Itel,"KSh 5,899","KSh 7,097",,,4.1 out of 5(35),Phones,"Itel A18s 5.0"" 32GB + 2GB RAM",2GB RAM,3020mAh,"5.0""",N/A,"5MP, Android 13,  -?Sunrise orange (1YR WRTY)"
XIAOMI,"KSh 10,395","KSh 12,999",,,3.7 out of 5(18),Phones,XIAOMI Redmi A3x,4GB RAM,5000mAh,"6.71""",Black,128GB +  (Dual SIM)
Itel,"KSh 9,499","KSh 18,000",,,4 out of 5(159),Phones,Itel A70,8GB RAM + 128GB ROM,5000mAh,N/A,N/A,6.66 Display Upto  8MP
redbeat,"KSh 12,416","KSh 16,109",,,4.6 out of 5(10),Phones,redbeat E3 Smartphone 6.6‘’ Dual SIM,N/A,N/A,N/A,Black,"12GB/256GB,Android14,Side Fingerprint,BLACK"
Samsung,"KSh 9,399","KSh 19,888",,,4.4 out of 5(167),Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,Black,"6.7''   (Dual Sim) 50MP Camera,  -"
XIAOMI,"KSh 10,395","KSh 12,999",,,3.7 out of 5(18),Phones,XIAOMI Redmi A3x,4GB RAM,5000mAh,"6.71""",Black,128GB +  (Dual SIM)
Itel,"KSh 9,499","KSh 18,000",,,4 out of 5(159),Phones,Itel A70,8GB RAM + 128GB ROM,5000mAh,N/A,N/A,6.66 Display Upto  8MP
redbeat,"KSh 12,416","KSh 16,109",,,4.6 out of 5(10),Phones,redbeat E3 Smartphone 6.6‘’ Dual SIM,N/A,N/A,N/A,Black,"12GB/256GB,Android14,Side Fingerprint,BLACK"
Samsung,"KSh 9,399","KSh 19,888",,,4.4 out of 5(167),Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,Black,"6.7''   (Dual Sim) 50MP Camera,  -"
Realme,"KSh 10,890","KSh 19,999",,,4.3 out of 5(52),Phones,"Realme Note 50 6.74"" 128GB ROM+ 4GB (Expandable to 8GB RAM) 5000mAh (Dual sim) - Blue","128GB ROM, 8GB RAM",5000mAh,"6.74""",N/A,
Infinix,"KSh 12,099","KSh 13,455",,,4.5 out of 5(2),Phones,Infinix Hot 50i,6GB RAM,5000mAh,"6.7""",N/A,"128GB + ,  (Dual SIM), Purple (1YR  WRTY)"
Tecno,"KSh 1,749","KSh 3,800",,,4.7 out of 5(11),Phones,Tecno T301 2/Dual Sim,N/A,N/A,N/A,N/A,Button/KABAMBE/KATULULU/MULIKA MWIZI + FREE WATCH AND BELT
Samsung,"KSh 10,199","KSh 23,000",,,4.5 out of 5(15),Phones,Samsung GALAXY A05,"4GB RAM, 64GB ROM",N/A,N/A,N/A,"6.7 PLS LCD DISPLAY ,4GB RAM/64GB ROM,ANDROID 13,5000MAH,4G,DUAL,50MP+CV BT WTC"
XIAOMI,"KSh 15,290","KSh 30,000",,,4.1 out of 5(41),Phones,XIAOMI Redmi 14C 6.88'' 8GB RAM + 256GB ROM Android 14 Dual SIM +  WW VVT,8GB RAM + 256GB ROM,N/A,N/A,N/A,
Tecno,"KSh 19,280","KSh 35,000",,,3.9 out of 5(16),Phones,Tecno SPARK 20 PRO,"8GB RAM, 16GB RAM, 256GB ROM",N/A,"6.78""",N/A,"IPS LCD INCHES,8GB RAM UPTO 16GB RAM,256GB ROM,DUAL SIM,5000MAH,108MP"
Infinix,"KSh 21,599","KSh 26,976",,,4.6 out of 5(8),Phones,Infinix Hot 50 Pro+,8GB RAM,5000mAh,"6.78""",N/A,"128GB +  (Dual Sim), Purple"
Infinix,"KSh 11,099","KSh 14,075",,,3.7 out of 5(15),Phones,Infinix Smart 9,4GB RAM,5000mAh,"6.7""",Black,"128GB +  (Dual SIM), Metallic  (1YR WRTY)"
Itel,"KSh 9,199","KSh 11,612",,,4.1 out of 5(21),Phones,Itel A60s,4GB RAM,5000mAh,"6.6""",Black,"128GB + , Dual SIM, 4G -?Shadow  (1YR WRTY)"
Samsung,"KSh 13,700","KSh 14,950",,,4.1 out of 5(44),Phones,Samsung Galaxy A05s,N/A,5000mAh,"6.7""",Black,128GB + 4GB (Dual SIM)
Samsung,"KSh 12,999","KSh 20,000",,,3.6 out of 5(10),Phones,Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM PB SW,4GB RAM +128GB ROM,N/A,N/A,N/A,
Tecno,"KSh 12,139","KSh 14,499",,,3.9 out of 5(18),Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,Black,"6.67'' HD+, UP to  (Dual Sim) 50MP, 5000 mAh - Orbit"
Tecno,"KSh 11,499","KSh 12,999",,,4.2 out of 5(102),Phones,"Tecno POP 9 120Hz 6.67"" 128GB ROM+3GB RAM*(+3GB RAM Extended)4.5G Network","128GB ROM, 3GB RAM, 3GB RAM",5000mAh,"6.67""",Black,Infrared Remote Control-  (1YR WRTY)
Samsung,"KSh 13,800","KSh 20,999",,,3.5 out of 5(35),Phones,Samsung Galaxy A05s,N/A,5000mAh,"6.7""",Silver,128GB + 4GB (Dual SIM)
Vivo,"KSh 3,299","KSh 18,999",,,1.5 out of 5(2),Phones,Vivo Refurbished Y55 4G LTE Android Phones (16GB,N/A,N/A,"5.2""",N/A,"2GB),  Octa-core, 8MP+5MP Camera Smartphones, Dual SIM, 2730 MAh Mobile Phones"
Oppo,"KSh 5,199","KSh 10,000",,,3.7 out of 5(139),Phones,Oppo A83 4GB RAM+64GB Refurbished -4G LTE Dual SIM-5.7-inch- Face Unlock -Blue,4GB RAM,N/A,N/A,N/A,
Itel,"KSh 8,599","KSh 15,650",,,4.8 out of 5(19),Phones,Itel A70,3GB RAM,5000mAh,"6.6""",Blue,"+ 128GB, 4G, (Dual SIM)  - Azure blue"
Samsung,"KSh 23,499","KSh 35,999",,,4 out of 5(15),Phones,Samsung GALAXY A16,8GB RAM,5000mAh,N/A,N/A,"6.7'' HD+,  + 256 GB ROM, DUAL SIM, 50MP,   COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU"
Freeyond,"KSh 10,899","KSh 21,196",,,4.1 out of 5(317),Phones,Freeyond M5,N/A,5000mAh,"6.52""",Black,"8GB+128GB, 50MP,4G Smartphone  Dual SIM Android Phone"
Itel,"KSh 8,199","KSh 9,000",,,,Phones,Itel A50,2GB RAM,5000mAh,N/A,Black,"6.6'', 64GB +  (Dual SIM), 4G"
Samsung,"KSh 116,000","KSh 147,000",,,5 out of 5(3),Phones,Samsung Galaxy S24 Ultra - 256 GB,N/A,N/A,N/A,Black,Titanium
Samsung,"KSh 17,027","KSh 18,000",,,4 out of 5(1),Phones,Samsung Galaxy A16,4GB RAM,5000mAh,"6.7""",Black,128GB +  (Dual SIM)
Apple,"KSh 177,000","KSh 190,000",,,5 out of 5(5),Phones,Apple iPhone 16 Pro Max (256 GB) - Desert Titanium,N/A,N/A,N/A,N/A,
Itel,"KSh 9,899","KSh 11,200",,,,Phones,Itel A80,3GB RAM,5000mAh,"6.7""",Black,"+ 128GB (Dual SIM),  (1 YR WRTY)"
Infinix,"KSh 8,999","KSh 13,999",,,4.1 out of 5(227),Phones,"Infinix Smart 8 6.6"" HD",2GB RAM,5000mAh,"6.6""",Black,"+ 64GB , Android 13 (Dual sim)  - Timber"
XIAOMI,"KSh 8,849","KSh 10,999",,,4.2 out of 5(107),Phones,XIAOMI Redmi A3x,3GB RAM,5000mAh,"6.71""",Black,64GB +  (Dual SIM)
Samsung,"KSh 14,150","KSh 22,999",,,4.3 out of 5(79),Phones,Samsung  Galaxy A05S,4GB RAM + 128GB ROM,5000mAh,"6.7""",N/A,"90HZ, 50MP CAMERA,  - Black + Free Gifts"
HOMMY,"KSh 2,159","KSh 4,500",,,3.7 out of 5(1177),Phones,HOMMY 3 Column Portable Wardrobe - Brown Cover,N/A,N/A,N/A,N/A,
Vivo,"KSh 2,831","KSh 7,999",,,3.5 out of 5(41),Phones,Vivo Y55 4G LTE Refurbished Smartphone (16GB,2GB RAM,2730mAh,"5.2""",Gold,"), 8MP+5MP Camera, Dual SIM"
Samsung,"KSh 13,799","KSh 17,399",,,4.2 out of 5(70),Phones,Samsung Galaxy A05s,N/A,5000mAh,"6.7""",Black,"128GB + 4GB (Dual SIM),-"
HOMMY,"KSh 2,399","KSh 4,000",,,3.8 out of 5(692),Phones,HOMMY Portable Wardrobe 3 Column - Grey Cover,N/A,N/A,N/A,N/A,
Blackview,"KSh 6,499","KSh 12,999",,,4.4 out of 5(29),Phones,Blackview Wave 6C,2GB RAM,5100mAh,"6.5""",N/A,"+ 32GB (Dual SIM), 8MP Camera,  Battery - 4G, Black."
XIAOMI,"KSh 15,499","KSh 20,999",,,3.9 out of 5(24),Phones,XIAOMI Redmi 14C,8GB RAM,5160mAh,"6.88""",N/A,(256GB Storage+) (Dual Sim)  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU
Samsung,"KSh 12,650","KSh 19,999",,,4.3 out of 5(24),Phones,Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM+EARBUDS+WATCH-Bk,4GB RAM +128GB ROM,N/A,N/A,N/A,
Bontel,KSh 985,"KSh 1,500",,,4.2 out of 5(177),Phones,Bontel 3310,N/A,N/A,N/A,Black,"1.77'' 1000 MAh Battery, FM Radio"
Samsung,"KSh 9,899","KSh 19,999",,,4.3 out of 5(79),Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7''   (Dual Sim) 50MP,  - Black + Free Gifts"
Oppo,"KSh 9,299","KSh 17,183",,,3.8 out of 5(149),Phones,Oppo A31 6GB RAM+128G ROM Refurbished 6.5 Inch Screen HD Camera 12MP-Black,6GB RAM,N/A,N/A,N/A,
Tecno,"KSh 12,999","KSh 20,000",,,3.6 out of 5(10),Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To  (Dual Sim) 50MP 5000 MAh+GIFTS F9,LED WATCH,TRIPOD."
XIAOMI,"KSh 24,350","KSh 29,999",,,4.5 out of 5(2),Phones,"XIAOMI Redmi Note 14 256GB 8GB 108MP 6.67"" 5500mAh 4G Dual SIM",N/A,5500mAh,"6.67""",N/A,
VILLAON,"KSh 4,850","KSh 7,000",,,3.5 out of 5(29),Phones,VILLAON V20SE,N/A,N/A,"5.0""",N/A,"SCREEN SIZE,3000MAH BATTERY,(32GB+4GB*)DUAL SIM,SPLY"""
Itel,"KSh 9,470","KSh 15,000",,,4.4 out of 5(28),Phones,Itel A70 6.6 DISPLAY UPTO 8GB RAM + 128GB ROM 5000mAh,8GB RAM + 128GB ROM,5000mAh,N/A,Black,8MP
Car,KSh 569,"KSh 1,300",,,3.9 out of 5(23),Phones,Car Mobile Phone Holder - Black,N/A,N/A,N/A,N/A,
JIBAO,"KSh 2,599","KSh 4,000",,,3.7 out of 5(154),Phones,JIBAO Portable Wardrobe 3 Column - Grey,N/A,N/A,N/A,N/A,
XIAOMI,"KSh 15,450","KSh 29,000",,,4.4 out of 5(7),Phones,XIAOMI Redmi 14C 6.88'' 8GB RAM + 256GB ROM Android 14 Dual SIM +  SW BD2 PB2,8GB RAM + 256GB ROM,N/A,N/A,N/A,
