Brand,Price,Old Price,Discount,Rating,Review Count,Type of Product,Clean Name,Storage,Battery,Screen Size,Color,More Details
HOMMY,"KSh 2,599","KSh 4,596",,,3.8 out of 5(87),Phones,HOMMY 3 Column Portable Wardrobe-Brown.,N/A,N/A,N/A,N/A,
Infinix,"KSh 21,599","KSh 26,977",,,4 out of 5(2),Phones,Infinix Hot 50 Pro+,8GB RAM,5000mAh,"6.78""",N/A,"128GB +  (Dual Sim), Titanium Grey"
Tecno,"KSh 39,999","KSh 79,999",,,,Phones,Tecno Phantom X2 Pro  5G LTE Smartphones (256GB,N/A,N/A,"6.8""",N/A,"12GB),  Octa-core Processor Mobile Phones, 50MP+32MP Main Camera, Dual SIM 5160MAh Android Phones"
Samsung,"KSh 24,289","KSh 49,999",,,4.1 out of 5(14),Phones,Samsung Galaxy A25 5G,6GB RAM + 128GB ROM,N/A,N/A,Black,"6.5'' , 50MP, Dual Sim -"
Nokia,"KSh 2,000","KSh 3,000",,,3.9 out of 5(21),Phones,Nokia 150 Display : 2.4inch QVGA Size : 132 x 50.5 x 15mm Battery :1020mAh,N/A,1020mAh,N/A,N/A,
Tecno,"KSh 12,299","KSh 22,999",,,5 out of 5(5),Phones,"Tecno POP 8 6.6"" - 4GB RAM + 128GB ROM - Android 13 (Dual sim) 5000mAh - Dual Speaker - White - Ms",4GB RAM + 128GB ROM,5000mAh,"6.6""",N/A,
redbeat,"KSh 12,300","KSh 16,109",,,3.3 out of 5(4),Phones,redbeat E3 Smartphone 6.6‘’ Dual SIM,N/A,N/A,N/A,Blue,"12GB /256GB,Android14,Side Fingerprint,BLUE"
Infinix,"KSh 13,690","KSh 22,999",,,3.7 out of 5(3),Phones,"Infinix Hot 50i 4G""6.7-inch",128GB ROM,5000mAh,N/A,N/A,"12 GB(6+6)RAM+' Battery: , 18W Wired UIF12SD  free gift ( smart watch +airpods + powerbank )"
Infinix,"KSh 25,250","KSh 30,000",,,3.8 out of 5(9),Phones,"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5",16GB RAM+256GB ROM,N/A,N/A,N/A,"000 mAh"" Dual SIM WW2"
Samsung,"KSh 1,499","KSh 2,899",,,5 out of 5(1),Phones,Samsung SM-B310E,N/A,800mAh,N/A,Black,"2.0inch, Dual Sim-"
XIAOMI,"KSh 21,750","KSh 30,000",,,2 out of 5(1),Phones,XIAOMI REDMI NOTE 14,6GB RAM +128GB ROM,N/A,"6.67""",Blue,"INCHES AMOLED DISPLAY,108MP,DUAL SIM,BLUE"
Tecno,"KSh 27,349","KSh 39,999",,,,Phones,"Tecno  CAMON 40 - 6.67"" (256GB/8GB) DualSIM",N/A,5200mAh,"6.67""",N/A,Battery.
Nokia,"KSh 6,179","KSh 7,999",,,3.9 out of 5(215),Phones,Nokia C1 2nd Edition,N/A,N/A,"5.45""",Blue,"1GB +16GB - (DUAL SIM),Android 11"
Infinix,"KSh 13,690","KSh 22,999",,,3.7 out of 5(3),Phones,"Infinix Hot 50i 4G""6.7-inch",128GB ROM,5000mAh,N/A,N/A,"12 GB(6+6)RAM+' Battery: , 18W Wired UIF12SD  free gift ( smart watch +airpods + powerbank )"
Infinix,"KSh 25,250","KSh 30,000",,,3.8 out of 5(9),Phones,"Infinix Hot 50 Pro Plus' 6.78 inches""(8+8)16GB RAM+256GB ROM' 5",16GB RAM+256GB ROM,N/A,N/A,N/A,"000 mAh"" Dual SIM WW2"
Samsung,"KSh 1,499","KSh 2,899",,,5 out of 5(1),Phones,Samsung SM-B310E,N/A,800mAh,N/A,Black,"2.0inch, Dual Sim-"
XIAOMI,"KSh 21,750","KSh 30,000",,,2 out of 5(1),Phones,XIAOMI REDMI NOTE 14,6GB RAM +128GB ROM,N/A,"6.67""",Blue,"INCHES AMOLED DISPLAY,108MP,DUAL SIM,BLUE"
Tecno,"KSh 27,349","KSh 39,999",,,,Phones,"Tecno  CAMON 40 - 6.67"" (256GB/8GB) DualSIM",N/A,5200mAh,"6.67""",N/A,Battery.
Nokia,"KSh 6,179","KSh 7,999",,,3.9 out of 5(215),Phones,Nokia C1 2nd Edition,N/A,N/A,"5.45""",Blue,"1GB +16GB - (DUAL SIM),Android 11"
Large,"KSh 2,460","KSh 3,554",,,4.1 out of 5(14),Phones,Large Capacity 3 Column Portable Wardrobe--Red,N/A,N/A,N/A,N/A,
XIAOMI,"KSh 14,297","KSh 19,999",,,4 out of 5(6),Phones,XIAOMI Redmi 14C,8GB RAM,5160mAh,"6.88""",N/A,(+256GB Storage) (Dual Sim)  - Black IWIW
XIAOMI,"KSh 32,599","KSh 39,999",,,5 out of 5(3),Phones,"XIAOMI Redmi Note 14 Pro 256GB 8GB 200MP 6.67"" 5500mAh 4G Dual SIM",N/A,5500mAh,"6.67""",N/A,
Tecno,"KSh 2,390","KSh 2,900",,,4.1 out of 5(38),Phones,Tecno T402( Triple SIM Cards),N/A,N/A,"1.77""",Black,"Display,mem Card Slot Up To 32GB,FM Radio //BLACK"
Itel,"KSh 5,480","KSh 11,000",,,3.8 out of 5(18),Phones,"Itel A18 5.0"" Screen Display Size",N/A,N/A,"5.0""",N/A,"2400 MAh ,[32GB+1GB],(Dual Sim)superfly"
Apple,"KSh 4,999","KSh 15,000",,,,Phones,Apple AirPods Pro 2nd Generation,N/A,N/A,N/A,N/A,
Samsung,"KSh 34,990","KSh 50,000",,,4 out of 5(6),Phones,Samsung Galaxy A35 5G,8GB RAM,5000mAh,"6.6""",Blue,"256GB +  (Dual SIM), Awesome Ice"
Vonex,"KSh 1,550","KSh 3,100",,,1 out of 5(1),Phones,"Vonex X10+ 2.4""",N/A,N/A,"2.4""",N/A,"Camera, FM Radio, Triple Sim - (2500mAH) Featured Phone"
XIAOMI,"KSh 14,999","KSh 22,999",,,3.9 out of 5(15),Phones,XIAOMI  Redmi 14C,8GB RAM,5160mAh,"6.88""",N/A,(+256GB Storage) (Dual Sim)  - Black + Smart watch + Earpods
Sandisk,"KSh 599 - KSh 1,799",,,,4.5 out of 5(8),Phones,Sandisk Cruzer Blade 8GB,N/A,N/A,N/A,N/A,"16GB, 32GB, 64GB, 128GB USB 2.0 Flash DriveSanDisk 100% Original CZ50 USB Flash Cruzer Blade USB 128GB Flash Drive Usb2.0 USB Flash Disk Pendrive Memory Stick Memory, (1YR WRTY)"
Samsung,"KSh 19,950","KSh 29,999",,,4.2 out of 5(40),Phones,Samsung Galaxy A15,6GB RAM + 128GB ROM,5000mAh,N/A,Blue,"6.5'' Display,  (Dual Sim) 50MP,   -"
Nokia,"KSh 3,999","KSh 5,000",,,5 out of 5(1),Phones,Nokia 2720 Flip Mobile,N/A,N/A,N/A,N/A,"Mobile Phone, Dual Screen, Dual Sim Card - Gray"
Oppo,"KSh 13,990","KSh 20,000",,,3.4 out of 5(8),Phones,Oppo  A3x 6.67 inches,"64GB ROM, 4GB RAM",5100mAh,N/A,N/A,"64GB ROM + 4GB RAM, Battery:  (Dual SIM) 50MP -SW PB I12"
Tecno,"KSh 12,399","KSh 19,999",,,5 out of 5(5),Phones,Tecno POP 9,6GB RAM,N/A,"6.67""",N/A,"128GB Storage+ (3GB+3GB Extended RAM), 13MP, 4.5G,5000MAh-EARBUDS+WATCH"
Tecno,"KSh 1,900","KSh 2,500",,,4.3 out of 5(3),Phones,Tecno T301 2/Dual Sim,N/A,N/A,N/A,N/A,Button/KABAMBE/KATULULU/MULIKA MWIZI + Free 4 Way Power Extension & Watch
Apple,"KSh 81,500","KSh 89,000",,,4.5 out of 5(2),Phones,Apple iPhone 12 Pro Max 256GB HDD- 6 GB RAM- Pacific Blue,256GB HDD,N/A,N/A,N/A,
Vonex,"KSh 1,699","KSh 3,000",,,5 out of 5(2),Phones,"Vonex X10+24"" -Button",N/A,N/A,"24""",N/A,Kabambe Phone + FREE BONUS 4-Way Power Extension Cable Socket
Tecno,"KSh 12,650","KSh 19,999",,,4.8 out of 5(5),Phones,Tecno POP 9,6GB RAM,N/A,"6.67""",N/A,128GB Storage+ (3GB+3GB Extended RAM)(Dual SIM) 5000MAh+PHONE
Samsung,"KSh 9,599","KSh 15,000",,,3.8 out of 5(13),Phones,Samsung GALAXY A05,"64GB ROM, 4GB RAM",N/A,"6.7""",N/A,"DISPLAY SIZE, INCHES,64GB ROM & 4GB RAM,5000MAH,4G"
Guava,KSh 829,"KSh 1,032",,,4.6 out of 5(9),Phones,Guava G210,N/A,N/A,N/A,Black,"(Dual SIM), Wireless FM, -   (1YR WRTY)"
Infinix,"KSh 12,799","KSh 25,000",,,4.7 out of 5(12),Phones,Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  SPP CVS,N/A,N/A,N/A,N/A,
VILLAON,KSh 999,"KSh 2,000",,,4.3 out of 5(4),Phones,"VILLAON V101 177"" Kabambe",N/A,1000mAh,"177""",Blue,"Wireless FM, Camera, Bright Touch, Facebook,  (Dual Sim)-"
Infinix,"KSh 10,899","KSh 19,999",,,4.6 out of 5(18),Phones,Infinix  Smart 8,"4GB RAM, 64GB ROM",5000mAh,"6.6""",Green,"HD Display, 4GB RAM Expandable Up to 6GB + 64GB ROM, Android 13 (Dual sim)  -"
Car,KSh 449,KSh 799,,,3.7 out of 5(31),Phones,Car Mobile Phone Holder 360° Rotating Rear View Mirror Clip,N/A,N/A,N/A,N/A,
Universal,KSh 664,"KSh 1,100",,,3.6 out of 5(16),Phones,Universal Motorcycle Bike Mobile Phone Holder,N/A,N/A,N/A,N/A,
Samsung,"KSh 12,480","KSh 20,000",,,5 out of 5(5),Phones,Samsung GALAXY A06,"4GB RAM, 128GB ROM",N/A,"6.7""",N/A,"PLS LCD DISPLAY ,4GB RAM & 128GB ROM,5000MAH,50MP,DUAL SIM,25W,ANDROID 14,SUPERFLY"""
XIAOMI,"KSh 11,980","KSh 19,500",,,4.7 out of 5(7),Phones,"XIAOMI Redmi 14C 128GB Storage Upto 8(4+4)GB Ram 50MP AI Dual Camera Immersive 6.88"" UHD Display Upto 120Hz Refresh Rate Dual Sim 5160mAh (typ) Battery Elegant glass back cover Smart Phone",N/A,5160mAh,"6.88""",N/A,
Oppo,"KSh 16,895","KSh 25,000",,,2 out of 5(1),Phones,Oppo A3X,"128GB ROM, 4GB RAM",N/A,"6.67""",N/A,"IPS LCD DISPLAY  INCHES,128GB ROM & 4GB RAM, DUAL SIM CV XC"
Oking,KSh 989,"KSh 1,499",,,3.4 out of 5(5),Phones,"Oking  OK310 1.77"" Screen button phone Wireless FM",N/A,1000mAh,"1.77""",N/A,Triple sim cards
Tecno,"KSh 11,995","KSh 19,999",,,5 out of 5(4),Phones,Tecno POP 9,6GB RAM,N/A,"6.67""",N/A,"128GB Storage+ (3GB+3GB Extended RAM), 13MP, 4.5G (Dual SIM) 5000MAh - Black..Lii"
Samsung,"KSh 19,299","KSh 30,000",,,,Phones,Samsung Galaxy A16,128GB ROM,N/A,"6.7""",N/A,"6GB+  HD, Android 14,50MP-Camera, Battery-5000mah (Dual Sim)+SW WW2"
Bontel,"KSh 2,835","KSh 3,500",,,4.1 out of 5(52),Phones,Bontel T1000//Wireless Desktop Telephone//SMS Feature Phone (Dual Sim)BLACK,N/A,N/A,N/A,N/A,
Itel,"KSh 13,790","KSh 19,999",,,3 out of 5(3),Phones,"Itel S25 6.78""AMOLED Display",12GB RAM,5000mAh,"6.78""",N/A,"128GB Storage+ Up To , 50 MP Camera-+EAR PODS+WATCH."
XIAOMI,"KSh 15,599","KSh 20,999",,,2.5 out of 5(2),Phones,XIAOMI Redmi 14C,8GB RAM,5160mAh,"6.88""",N/A,(256GB Storage+) (Dual Sim)  COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU
Tecno,"KSh 24,199","KSh 39,999",,,,Phones,"Tecno CAMON 40 - 6.67"" (128/8GB) DualSIM",N/A,5200mAh,"6.67""",N/A,Battery.
Itel,"KSh 1,118","KSh 1,200",,,4 out of 5(6),Phones,Itel MOBILE 2165//DUAL SIM//FM WIRELESS RADIO FM//1.77 ASCREEN DISPLAY,N/A,N/A,N/A,N/A,
Samsung,"KSh 23,595","KSh 30,000",,,4.8 out of 5(5),Phones,Samsung Galaxy M35 5G,6GB RAM,6000mAh,"6.6""",N/A,"128GB +  (Dual SIM), Thunder Grey"
Itel,"KSh 13,320","KSh 19,999",,,5 out of 5(3),Phones,"Itel S25 6.78""AMOLED Display",12GB RAM,5000mAh,"6.78""",N/A,"128GB Storage+ Up To , 50MP Camera--"
Nokia,"KSh 2,000","KSh 2,500",,,4.1 out of 5(18),Phones,Nokia Hmd Latest Model  Phone Original  Kabambe/Katululu,N/A,N/A,N/A,N/A,
Tecno,"KSh 20,950","KSh 30,000",,,4.4 out of 5(5),Phones,Tecno POVA 6 NEO,16GB RAM +256GB ROM,N/A,"6.78""",N/A,"IPS LCD , FHD+H DISPLAY,(UPTO )7000MAH,120HZ,50MP,SPLY"""
Samsung,"KSh 14,250","KSh 22,999",,,1 out of 5(1),Phones,Samsung  Galaxy A05S,4GB RAM + 128GB ROM,5000mAh,"6.7""",N/A,", 50MP,  - Silver + Smart Watch & Phone Holder"
Samsung,"KSh 14,490","KSh 30,000",,,4.7 out of 5(3),Phones,Samsung GALAXY A05s,"128GB ROM, 4GB RAM",N/A,"6.7""",N/A,"SCREEN DISPLAY (128GB ROM+4GB RAM)POWERBANK,WATCH & BUDS"
Samsung,"KSh 19,100","KSh 30,999",,,3.8 out of 5(4),Phones,Samsung GALAXY A16,6GB RAM + 128GB ROM,5000mAh,N/A,N/A,"6.7'' HD+, DUAL SIM, 50MP,  COMES WITH FREE GIFTS (C TO C HEADER  + SILICONE COVER  ) FOR YOU"
Tecno,"KSh 10,499","KSh 19,999",,,3 out of 5(3),Phones,"Tecno POP 8 Display 6.6"" Upto 4GB RAM+ 64 ROM",4GB RAM,5000mAh,"6.6""",N/A,"Android 13,Dual Sim , +scw FREE GIFTS"
Samsung,"KSh 13,098","KSh 23,999",,,4.3 out of 5(12),Phones,"Samsung Galaxy A06 6.7"" Display","128GB ROM, 4GB RAM",5000mAh,"6.7""",N/A,"128GB ROM + 4GB RAM (Dual Sim)50MP Camera,4G Nertwork,  -black + Free gifts"
Safaricom,"KSh 5,499","KSh 10,000",,,5 out of 5(1),Phones,Safaricom Neon Smarta 2,2GB RAM,3300mAh,"5""",Black,32GB +  (Dual SIM)
2in1Multimode,KSh 990,"KSh 1,490",,,4.2 out of 5(6),Phones,2in1Multimode Fixed Way Universal Car Phone Holder,N/A,N/A,N/A,N/A,
XIAOMI,"KSh 25,760","KSh 59,999",,,3.5 out of 5(2),Phones,XIAOMI Redmi Note 14,8GB RAM,5110mAh,"6.67""",N/A,"256GB + , (Dual SIM), +Freebies"
Blackview,"KSh 9,900","KSh 18,999",,,5 out of 5(1),Phones,Blackview A52 Pro,4GB RAM,5180mAh,"6.5""",Green,"+ 128GB (Dual SIM) - 13MP Camera, 4G"
XIAOMI,"KSh 11,650","KSh 17,000",,,2.5 out of 5(2),Phones,XIAOMI REDMI A3X,"128GB ROM, 4GB RAM",N/A,N/A,N/A,"6.71 IPS LCD DISPLAY,(128GB ROM+4GB RAM)5000MAH,8MP,DUAL SIM,ANDROID 14,& FREEBIES"
Samsung,"KSh 12,299","KSh 19,999",,,4.8 out of 5(4),Phones,Samsung A06 6.7 DISPLAY 4GB RAM +128GB ROM 5000MAH DUAL SIM+FREE CP GIFTS,4GB RAM +128GB ROM,N/A,N/A,N/A,
Blackview,"KSh 10,800","KSh 17,999",,,3.2 out of 5(5),Phones,Blackview A52 Pro,6GB RAM,5180mAh,"6.5""",N/A,"+ 128GB (Dual SIM),13MP Camera, 4G, Grey"
Realme,"KSh 11,899","KSh 19,000",,,4.4 out of 5(8),Phones,Realme NOTE 50  6.74 Display,4GB RAM +128GB ROM,N/A,N/A,N/A,DUAL SIM 5000 MAH +SP SW WW
OPPO,"KSh 6,984","KSh 12,800",,,2.5 out of 5(2),Phones,OPPO Refurbished A83 4GB + 32GB Smartphone - 4G LTE Dual Card 5.7-inch Display - Face Unlock（Blue）,N/A,N/A,N/A,N/A,
Tecno,"KSh 27,950","KSh 40,999",,,4.8 out of 5(6),Phones,"Tecno Camon 20 Pro 5G-6.67""",8GB RAM,5000mAh,"6.67""",Blue,"256GB+ (UPTO 16GB),Daul SIM--Serenity"
Samsung,"KSh 14,350","KSh 30,000",,,4 out of 5(5),Phones,Samsung GALAXY A05s,N/A,N/A,N/A,N/A,"PLS LCD,90HZ,DUAL SIM,5000MAH,ANDROID 13,50MP,CHARGER & WATCH"
Bontel,KSh 990,"KSh 1,500",,,3.7 out of 5(20),Phones,Bontel 3310,N/A,N/A,N/A,N/A,"(1000 MAH)BATTERY,FM RADIO,DUAL SIM"
Samsung,"KSh 22,599","KSh 45,999",,,5 out of 5(2),Phones,Samsung  Galaxy A16,256GB ROM,N/A,"6.7""",N/A,"8GB+   HD, Android 14,50MP-Camera, Battery-5000mah"
TC,"KSh 2,399","KSh 5,000",,,3.5 out of 5(32),Phones,TC Pink Portable Wardrobe 3 Column,N/A,N/A,N/A,N/A,
Samsung,"KSh 10,995","KSh 17,999",,,,Phones,Samsung Galaxy A06,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7'' Display,  (Dual Sim) 50MP Camera"
Tecno,"KSh 12,499","KSh 20,000",,,,Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To  (Dual Sim) 50MP 5000 MAh AAA"
Samsung,"KSh 9,950","KSh 19,599",,,4 out of 5(5),Phones,Samsung Galaxy A05,4GB RAM + 64GB ROM,5000mAh,N/A,N/A,"6.7''DISPLAY, -(Dual Sim) 50MP Camera,  - BLACK +Adapter"
Itel,"KSh 6,598","KSh 11,999",,,,Phones,"Itel A18S 5.5"" Display","2GBRAM, 32GB ROM, 4GB RAM",N/A,"5.5""",Black,"2GBRAM(Upto 4GB) + 32GB ROM (Upto 4GB RAM),Fingerprint, Android 13 (Go edition)-"
Infinix,"KSh 23,499","KSh 35,999",,,,Phones,Infinix HOT 50 PRO PLUS,N/A,N/A,"6.78""",N/A,"AMOLED CURVED SCREEN DISPLAY  INCHES(8GB +8GB) RAM & 128 GB ROM,5000MAH,50MP"
Tecno,"KSh 20,995","KSh 27,000",,,4.5 out of 5(12),Phones,Tecno  SPARK 20 Pro,8GB RAM,5000mAh,"6.78""",N/A,"DISPLAY, 256GB +  (Expandable UPTO 16GB), Dual SIM, CYBER WHITE+FREE GIFTS"
Infinix,"KSh 13,290","KSh 25,000",,,3.2 out of 5(11),Phones,Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  BUDS PB,N/A,N/A,N/A,N/A,
Tecno,"KSh 32,999","KSh 34,999",,,,Phones,Tecno CAMON 40 PRO_ 6.78'' 12OHz AMOLED_ 256GB ROM+8GB RAM ( +8GB Extended) (Daul Sim) 52000mAh 45W_Emerald Lake Green + Gift,"256GB ROM, 8GB RAM",52000mAh,N/A,N/A,
Share,KSh 699,,,,,Phones,Share this product   Double Pole Foldable Expandable Tablet/Phone Holder - Non-Slip Base,N/A,N/A,N/A,N/A,"Alloy Double Rod Support, Hollow Folding Design, Reserved Charging Hole"
VILLAON,KSh 959,"KSh 1,800",,,3.6 out of 5(5),Phones,VILLAON V110,N/A,1000mAh,"1.77""",Blue,"Kabambe, Wireless FM, Camera, Bright Touch, Facebook,  (Dual Sim) -"
XIAOMI,"KSh 12,189","KSh 14,999",,,3.7 out of 5(6),Phones,XIAOMI Redmi 14C,4GB RAM,5160mAh,"6.88""",N/A,(+128GB Storage) (Dual Sim)  - Sage Green HDJ
Samsung,"KSh 34,596","KSh 39,000",,,,Phones,Samsung Galaxy A35 5G,8GB RAM,5000mAh,"6.6""",N/A,256GB +  (Dual SIM)
Tecno,"KSh 32,999","KSh 34,999",,,,Phones,Tecno CAMON 40 PRO_ 6.78'' 12OHz AMOLED_ 256GB ROM+8GB RAM ( +8GB Extended) (Daul Sim) 52000mAh 45W_Galaxy Black + Gift,"256GB ROM, 8GB RAM",52000mAh,N/A,N/A,
VILLAON,"KSh 5,785","KSh 7,000",,,4.1 out of 5(14),Phones,"VILLAON V20 6.3"" 2GB RAM+32GB Storage 8MP Camera-3000mAh Dual sim-",2GB RAM,3000mAh,"6.3""",N/A,
Tecno,"KSh 1,480","KSh 2,700",,,4.2 out of 5(6),Phones,Tecno BEST SMALL PHONE // BUTTON PHONE // T301 2/Dual Sim,N/A,N/A,N/A,N/A,Button/KABAMBE/KATULULU/MULIKA MWIZI
Bontel,"KSh 1,950","KSh 2,000",,,4.7 out of 5(3),Phones,Bontel 3720 Mini Fold Mobile Phone 2G GSM Dual SIM Card Speed Dial Video Player Magic Voice 3.5mm Jac,N/A,N/A,N/A,N/A,
AGM,"KSh 11,500","KSh 19,560",,,4.5 out of 5(2),Phones,AGM NOTE N1,128GB ROM,4900mAh,N/A,Black,"6.52'' Display, 16(8+8)GB RAM +  (Dual Sim) 50MP,  -"
Vivo,"KSh 8,399","KSh 15,000",,,2.5 out of 5(2),Phones,Vivo Refurbished  Z3i 128GB ROM 6GB RAM 16MP+2MP dual AI rear cameras and A 24MP AI front camera.,"128GB ROM, 6GB RAM",N/A,N/A,N/A,
XIAOMI,"KSh 21,690","KSh 29,999",,,,Phones,XIAOMI Redmi Note 14,N/A,5500mAh,"6.67""",N/A,"128GB + 6 GB RAM (Dual SIM),with warranty+PHONE."
Vivo,"KSh 12,499","KSh 17,999",,,4 out of 5(1),Phones,Vivo Y03,4GB RAM + 64GB ROM,5000mAh,N/A,Black,"6.56'', (Dual SIM),  - Space  (2YRs WRTY)+ FREE COFFEE CUP"
Samsung,"KSh 20,499","KSh 29,999",,,4 out of 5(116),Phones,Samsung GALAXY A15,4GB RAM + 128GB ROM,5000mAh,N/A,N/A,"6.5'', DUAL SIM, 50MP,  - Blue + Smart watch & Power Bank"
360,KSh 712,"KSh 1,299",,,3.9 out of 5(22),Phones,360 Degree Rotation Car Rearview Mirror Mobile Phone Holder,N/A,N/A,N/A,N/A,
Infinix,"KSh 11,099","KSh 14,075",,,5 out of 5(3),Phones,Infinix Smart 9,4GB RAM,5000mAh,"6.7""",Gold,"128GB +  (Dual SIM), Sandstone  (1YR WRTY)"
Itel,"KSh 1,380","KSh 1,700",,,4.5 out of 5(73),Phones,Itel It  2160  -  Dual SIM - Dark  Blue  PLUS  EARPHONES,N/A,N/A,N/A,N/A,
3Column,"KSh 2,700","KSh 4,000",,,5 out of 5(4),Phones,3Column Portable Wardrobe-Maroon,N/A,N/A,N/A,N/A,High Quality
Itel,"KSh 10,145","KSh 14,999",,,,Phones,Itel A70,8GB RAM,5000mAh,N/A,N/A,6.66 display upto  + 128GB Storage 8MP  Battery-+EARPODS+WATCH+POWER BANK.
Tecno,"KSh 33,299","KSh 60,000",,,,Phones,Tecno CAMON 40 PRO  6.78 INCHES 8GB RAM +256GB ROM 5200 MAH BATTERY DUAL SIM MAGNIFIER OTG,8GB RAM +256GB ROM,N/A,N/A,N/A,
Samsung,"KSh 39,980","KSh 70,000",,,4.7 out of 5(3),Phones,Samsung GALAXY A55,8GB RAM+128GB ROM,N/A,N/A,N/A,"SUPER AMOLED DISPLAY,120HZ,()5000MAH,50MP,SPLY"""
PORTABLE,"KSh 2,200","KSh 3,000",,,3.3 out of 5(3),Phones,PORTABLE WARDROBE,N/A,N/A,N/A,N/A,
Oppo,"KSh 21,000","KSh 30,000",,,5 out of 5(2),Phones,Oppo A18,4GB RAM + 128GB ROM,5000mAh,N/A,N/A,"6.56'' Display, ColorOs 13.1, (Dual SIM),  +POWER BANK"
Samsung,"KSh 23,699","KSh 39,999",,,,Phones,Samsung  Galaxy A16,256GB ROM,N/A,"6.7""",N/A,"8GB+   HD, Android 14,50MP-Camera, Battery-5000mah-Black +Smartwatch+Earbuds"
Realme,"KSh 13,650","KSh 23,999",,,4 out of 5(5),Phones,Realme C61 6.74'',"128GB ROM, 6GB RAM",5000mAh,N/A,Black,"128GB ROM + 6GB RAM (Dual SIM),  Battery -"
XIAOMI,"KSh 14,349","KSh 29,999",,,4 out of 5(7),Phones,XIAOMI  Redmi 14C,8GB RAM,5160mAh,"6.88""",Green,(+256GB Storage) (Dual Sim)  - Sage
XIAOMI,"KSh 20,990","KSh 45,000",,,5 out of 5(1),Phones,XIAOMI Redmi Note 14,6GB RAM,5110mAh,"6.67""",N/A,"128GB + , (Dual SIM), +SMARTNETS."
Tecno,"KSh 33,299","KSh 60,000",,,,Phones,Tecno CAMON 40 PRO  6.78 INCHES 8GB RAM +256GB ROM 5200 MAH BATTERY DUAL SIM COVER MAGNIFIER,8GB RAM +256GB ROM,N/A,N/A,N/A,
Oppo,"KSh 37,399","KSh 70,999",,,,Phones,Oppo Reno 13F,"8GB RAM, 256GB ROM",800mAh,N/A,N/A,"8GB RAM 256GB ROM  5, 80W. 50MP. COMES WITH FREE GIFTS ( AIRPODS + SMART WATCH +POWERBANK ) FOR YOU"
Tecno,"KSh 12,199","KSh 20,000",,,3.2 out of 5(5),Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, UP To  (Dual Sim) 50MP, 5000 MAh QAZ"
Samsung,"KSh 1,499","KSh 2,399",,,4.4 out of 5(5),Phones,Samsung SM-B315E,N/A,800mAh,N/A,N/A,"2.0inch, Dual Sim-WHITE"
Samsung,"KSh 19,599","KSh 29,999",,,4.3 out of 5(284),Phones,Samsung Galaxy A15,4GB RAM + 128GB ROM,5000mAh,N/A,Blue,"6.5'' Display,  (Dual Sim) 50MP,   - (2YRs WRTY)"
Samsung,"KSh 12,895","KSh 24,449",,,4 out of 5(1),Phones,"Samsung Galaxy A06 6.7"" Display","128GB ROM, 4GB RAM",5000mAh,"6.7""",N/A,"128GB ROM + 4GB RAM (Dual Sim)50MP Camera,4G Nertwork,  -black + Free gifts"
Samsung,"KSh 149,999","KSh 149,999 - KSh 159,999",,,5 out of 5(1),Phones,Samsung Galaxy S24 Ultra 5G 512gb,N/A,N/A,N/A,N/A,
Infinix,"KSh 13,450","KSh 25,000",,,5 out of 5(2),Phones,Infinix HOT 50i Display: 6.7 HD RAM: 6GB (Expandable up to 12GB) ROM: 128GB DUAL SIM  MAGNIFIER SPORT,N/A,N/A,N/A,N/A,
Huawei,"KSh 9,299","KSh 16,999",,,3.4 out of 5(32),Phones,"Huawei Y9 2019 Refurbished Smartphone 6.5"" HiSilicon Kirin 710 -6GB+128GB -Blue",N/A,N/A,"6.5""",N/A,
Tecno,"KSh 12,750","KSh 25,900",,,4.6 out of 5(10),Phones,Tecno Spark 30c,8GB RAM + 128GB ROM,N/A,N/A,N/A,"6.67'' HD+, Up to  (Dual Sim) 50MP, 5000 mAh - Orbit Black + Free Gifts"
Samsung,"KSh 19,790","KSh 30,000",,,4 out of 5(4),Phones,Samsung Galaxy F15 5G,6GB RAM,6000mAh,"6.5""",Green,"128GB +  (Dual SIM), Jazzy"
Vonex,"KSh 1,599","KSh 2,800",,,4.6 out of 5(18),Phones,Vonex X10+ 2.4inch,N/A,N/A,N/A,N/A,"Camera, FM Radio, Triple Sim,(2500mAH) + Torch+Facebook"
Tecno,"KSh 32,899","KSh 39,999",,,,Phones,"Tecno CAMON 40 PRO- 6.67""Curved Screen (256/8GB) DualSIM",N/A,5200mAh,"6.67""",N/A,Battery.+Free Smartwatch+Earpods
Tecno,"KSh 24,290","KSh 29,999",,,,Phones,"Tecno CAMON 40 - 6.67"" (128GB/8GB) DualSIM",N/A,5200mAh,"6.67""",N/A,Battery.
